zip_code,lat,lng,housing_value,housing_score
10963,41.4669,-74.54121,421139.2423,93.61798503811582
10964,41.01642,-73.91431,922617.8719,85.02089548590195
10965,41.06176,-74.01286,702352.6272,88.79700860848237
10968,41.03976,-73.91804,787640.978,87.3348693540677
10969,41.292,-74.48879,465521.4165,92.85712006083115
10970,41.1852,-74.06568,708880.298,88.68510160562616
10973,41.38442,-74.47566,513339.9775,92.03734345040426
10974,41.15826,-74.18993,539856.0274,91.58276604250335
10975,41.25951,-74.17042,464567.0995565022,92.87348037558868
10976,41.02871,-73.92594,718432.0805,88.52135080013068
10977,41.11749,-74.04825,839455.9228,86.4465808123527
10979,41.18237,-74.31877,464567.0995565022,92.87348037558868
10980,41.23157,-74.05709,637590.0665,89.90726436237698
10983,41.02747,-73.94826,723972.76,88.42636426425454
10984,41.20928,-74.02008,728208.7718,88.35374427480878
10985,41.57697,-74.35782,464567.0995565022,92.87348037558868
10986,41.27917,-73.99445,685446.7018,89.08683502589676
10987,41.20737,-74.22284,1277089.405,78.94401935620128
10988,41.30133,-74.56218,328968.7844,95.1981075674984
10989,41.12479,-73.93632,635073.3504,89.95040963799212
10990,41.2651,-74.3663,556006.3773,91.30589281960921
10992,41.42648,-74.16567,513560.7211,92.03355913660651
10993,41.21011,-73.97565,430459.7672,93.4581987929814
10994,41.09702,-73.97322,777586.0608,87.50724563992748
10996,41.38996,-73.97257,464567.0995565022,92.87348037558868
10998,41.33118,-74.53989,531623.0662,91.72390765959032
11001,40.72356,-73.70451,838927.9659,86.45563183164066
11003,40.70143,-73.7078,711560.9712,88.639145534519
11004,40.74621,-73.71147,602891.2573,90.50212275202665
11005,40.75661,-73.71424,464567.0995565022,92.87348037558868
11010,40.70066,-73.67514,801754.2954,87.09291795992075
11020,40.77098,-73.71293,1665232.474,72.28989587754822
11021,40.78644,-73.7289,1065609.733,82.56951717673057
11023,40.7994,-73.73282,1436867.98,76.2048583297468
11024,40.81642,-73.74205,1779466.237,70.33153148786181
11030,40.79293,-73.68868,2116279.993,64.5573711311998
11040,40.74572,-73.67979,944071.3593,84.65310802398716
11042,40.75854,-73.6975,464567.0995565022,92.87348037558868
11050,40.83815,-73.69113,1276875.96,78.94767854658579
11096,40.62143,-73.75292,776936.2354,87.51838590957676
11101,40.74679,-73.93916,1124585.707,81.55846366421807
11102,40.77161,-73.92619,701758.3516,88.80719656116935
11103,40.76261,-73.91334,1042936.196,82.95822053625342
11104,40.74484,-73.92049,524900.9836,91.83914755752112
11105,40.779,-73.90652,1123551.207,81.57619859571227
11106,40.76191,-73.93169,649910.4631,89.69604987259208
11109,40.7463,-73.95699,464567.0995565022,92.87348037558868
11201,40.69477,-73.99031,1362036.838,77.4877246197452
11203,40.64958,-73.93431,726074.1599,88.39033895418356
11204,40.61883,-73.98496,1208072.874,80.12720297075215
11205,40.69654,-73.96807,1038778.133,83.02950421189732
11206,40.7019,-73.94254,1046914.461,82.89001922427585
11207,40.67016,-73.89383,636064.6036,89.93341610720874
11208,40.67481,-73.87243,732636.714,88.27783393012311
11209,40.62175,-74.03013,804307.5072,87.04914702095198
11210,40.62801,-73.94631,899173.2871,85.42281728903211
11211,40.71428,-73.94602,1356732.614,77.57865748515837
11212,40.6629,-73.91308,666671.618,89.40870532554975
11213,40.67117,-73.93632,1089664.158,82.15714058948305
11214,40.59928,-73.99644,754616.1617,87.90102967759529
11215,40.66255,-73.98687,1482715.434,75.41887335548499
11216,40.68085,-73.94929,1210416.225,80.08702977650191
11217,40.68242,-73.97943,1525368.149,74.68765732980401
11218,40.64315,-73.97645,946336.4989,84.61427564541701
11219,40.63267,-73.99672,1164554.258,80.87326355410909
11220,40.64142,-74.01741,944273.7743,84.64963792620233
11221,40.6914,-73.92764,1103244.719,81.92432249476298
11222,40.72862,-73.94764,1475916.128,75.53543713133628
11223,40.59711,-73.97344,1072704.377,82.4478902793736
11224,40.57652,-73.9891,552214.8561,91.37089269272747
11225,40.6631,-73.95392,1124190.912,81.56523182495201
11226,40.64636,-73.95666,812252.3108,86.91294542831695
11228,40.61678,-74.01337,1170416.478,80.77276469465623
11229,40.60047,-73.94453,763698.6232,87.74532466792755
11230,40.6221,-73.96525,907748.3612,85.27581066581195
11231,40.67603,-74.00644,1767084.214,70.54380246868801
11232,40.65692,-74.00727,820210.6251,86.77651221524795
11233,40.67827,-73.91994,1048889.264,82.85616422580358
11234,40.6072,-73.91107,767025.1701,87.6882960730665
11235,40.58411,-73.94331,599548.3821,90.55943127079485
11236,40.63951,-73.90098,679803.1453,89.18358523170748
11237,40.70427,-73.92108,1087754.921,82.18987155845474
11238,40.67105,-73.96636,1213310.001,80.03742038150955
11239,40.64733,-73.87136,662759.3678,89.4757749140323
11249,40.71121,-73.96318,1408011.437,76.69955993754252
11354,40.7686,-73.82743,646100.9338,89.7613584672375
11355,40.75143,-73.82125,591433.932,90.69854119504488
11356,40.78492,-73.84149,820135.2971,86.77780359941383
11357,40.78636,-73.81094,995623.6345,83.76932255367053
11358,40.76038,-73.79648,1061819.979,82.63448675388852
11359,40.79147,-73.77662,464567.0995565022,92.87348037558868
11360,40.7805,-73.78159,620391.525,90.20210723845508
11361,40.76393,-73.77294,997424.6694,83.73844654538617
11362,40.75899,-73.73583,669306.1286,89.36354064211642
11363,40.77251,-73.74708,1097251.38,82.02706919035174
11364,40.74625,-73.75598,619532.0477,90.21684167154964
11365,40.73983,-73.79499,996411.3288,83.75581873110033
11366,40.73112,-73.7804,1091803.418,82.12046622549244
11367,40.73044,-73.82274,508306.1008,92.12364162191204
11368,40.74962,-73.85264,540856.6547,91.56561180701111
11369,40.76345,-73.87222,836509.018,86.49710101993894
11370,40.77554,-73.88766,808106.1879,86.98402440907873
11371,40.77445,-73.87316,464567.0995565022,92.87348037558868
11372,40.75172,-73.88367,437579.2417,93.33614621440987
11373,40.73892,-73.87854,507316.5979,92.14060514645996
11374,40.72647,-73.86144,424914.9902,93.55325557427251
11375,40.72315,-73.84373,501814.5785,92.23492891363135
11377,40.74483,-73.90516,553335.7422,91.35167680273588
11378,40.72493,-73.91034,868431.1235,85.94984499848569
11379,40.71709,-73.88056,895101.0507,85.49262959795644
11385,40.70103,-73.89011,865214.4429,86.0049901024777
11411,40.69406,-73.73623,701151.8218,88.81759459350593
11412,40.69804,-73.759,712955.085,88.6152455705382
11413,40.67002,-73.75116,717692.399,88.53403151615778
11414,40.65818,-73.8448,609876.5045,90.38237129667421
11415,40.70808,-73.82801,365503.7696,94.5717707287706
11416,40.68458,-73.84967,740519.4705,88.14269604079202
11417,40.67641,-73.84455,740801.2091,88.1378660603471
11418,40.70032,-73.83603,745710.8459,88.05369779325241
11419,40.68863,-73.82302,757100.962,87.85843154990339
11420,40.67352,-73.8177,744896.9205,88.06765130819721
11421,40.69403,-73.85865,723194.5312,88.43970581520169
11422,40.66053,-73.73658,718634.5799,88.51787925543603
11423,40.71564,-73.76826,814095.55,86.88134589140111
11424,40.71397,-73.82809,464567.0995565022,92.87348037558868
11426,40.73641,-73.7223,780231.7705,87.46188896493176
11427,40.73094,-73.74569,764675.501,87.72857758154649
11428,40.72099,-73.74222,755460.6358,87.88655245158067
11429,40.70958,-73.73843,730916.1173,88.30733094762303
11430,40.64703,-73.78717,464567.0995565022,92.87348037558868
11432,40.71491,-73.79295,876812.6291,85.80615681324227
11433,40.69805,-73.78675,703653.0147,88.77471543958103
11434,40.67683,-73.77623,696394.9427,88.89914406181403
11435,40.70111,-73.80968,572826.6965,91.01753399049109
11436,40.67587,-73.79664,667872.9834,89.3881097401766
11439,40.72195,-73.79455,464567.0995565022,92.87348037558868
11451,40.7012,-73.79579,464567.0995565022,92.87348037558868
11501,40.74629,-73.63921,809715.2117,86.95644013951319
11507,40.77082,-73.6521,1046399.458,82.89884816862028
11509,40.58872,-73.7286,1409669.162,76.67114075986129
11510,40.65027,-73.60809,704671.802,88.75724987846681
11514,40.74979,-73.61298,830519.7434,86.59977803756193
11516,40.6258,-73.7263,1167606.309,80.8209407746003
11518,40.63772,-73.66691,719444.1131,88.50400103809018
11520,40.65007,-73.58305,642819.4742,89.81761410881025
11530,40.72716,-73.63654,1229448.203,79.76075541591295
11542,40.87073,-73.62879,781078.7253,87.44736921108286
11545,40.82685,-73.58853,1509478.505,74.96006114595419
11547,40.82881,-73.64505,926712.2868,84.95070296027569
11548,40.81414,-73.6097,1116581.082,81.69569080391051
11549,40.71896,-73.59973,464567.0995565022,92.87348037558868
11550,40.70158,-73.62039,621811.1701,90.17776957910796
11552,40.6916,-73.65073,769158.1986,87.65172853868013
11553,40.70529,-73.5923,646250.1242,89.75880082439207
11554,40.71974,-73.56044,779291.7875,87.47800354599578
11556,40.71997,-73.58327,464567.0995565022,92.87348037558868
11557,40.63723,-73.6921,979384.16,84.04772368248584
11558,40.60539,-73.64952,735969.2928,88.22070192749668
11559,40.60615,-73.71688,1931347.056,67.72776549438748
11560,40.88068,-73.59057,1223735.746,79.85868681616293
11561,40.58969,-73.64455,814446.3068,86.87533269872917
11563,40.65746,-73.67408,741607.4626,88.12404406847713
11565,40.67505,-73.67177,779681.1186,87.47132905552978
11566,40.66307,-73.55407,860679.3601,86.0827372100452
11568,40.78659,-73.59719,2822612.193,52.448378207900475
11569,40.5903,-73.58046,1257882.68,79.27328948873206
11570,40.66504,-73.63882,949512.8334,84.55982221403936
11572,40.63231,-73.63686,764939.3591,87.7240541351205
11575,40.68044,-73.58525,615330.9875,90.2888624688914
11576,40.79791,-73.64711,1627518.321,72.93644775750671
11577,40.78288,-73.6391,1323737.204,78.14431368232928
11579,40.84406,-73.64426,1038806.622,83.0290158112561
11580,40.67491,-73.70374,728884.6397,88.34215754604547
11581,40.65153,-73.71653,788133.2834,87.32642952560639
11590,40.75541,-73.57463,783702.376,87.40239070414304
11596,40.75968,-73.6422,927371.3835,84.93940374826742
11598,40.63109,-73.71188,1277164.775,78.94272725200919
11691,40.60152,-73.76173,661410.8722,89.49889282325051
11692,40.59373,-73.79201,609936.9294,90.38133540352578
11693,40.59649,-73.81663,464567.0995565022,92.87348037558868
11694,40.57532,-73.85099,837047.5998,86.4878678528756
11697,40.55749,-73.91361,464567.0995565022,92.87348037558868
11701,40.6817,-73.41289,611047.0022,90.36230489114146
11702,40.65155,-73.33824,723737.1808,88.43040291188477
11703,40.73325,-73.32533,644212.3444,89.79373546446291
11704,40.71623,-73.35908,638946.7754,89.8840056486031
11705,40.74514,-73.05461,765107.0564,87.7211792195794
11706,40.706,-73.24208,629667.2402,90.04308918757853
11709,40.90665,-73.56005,827430.8642,86.65273218063192
11710,40.67217,-73.53293,794688.5606,87.21404925294564
11713,40.77774,-72.94253,600287.4414,90.54676122144186
11714,40.74267,-73.48615,758342.3688,87.83714951553466
11715,40.75005,-73.03531,701543.8886,88.81087320361792
11716,40.77131,-73.12729,702426.7769,88.7957374244806
11717,40.78405,-73.25223,612466.1441,90.33797585839417
11718,40.71891,-73.26391,822613.075,86.7353258601056
11719,40.77935,-72.91175,698431.3797,88.86423244200999
11720,40.87025,-73.08202,629502.5671,90.04591225780322
11721,40.89362,-73.37009,926090.9704,84.96135448641414
11722,40.78358,-73.19657,563555.364,91.17647690663175
11724,40.86522,-73.45288,1723187.742,71.29634081934768
11725,40.84056,-73.28085,787854.853,87.33120279198619
11726,40.67891,-73.39564,594540.8974,90.64527699154186
11727,40.88019,-73.00368,550482.7499,91.4005870231264
11729,40.76249,-73.32161,664671.6328,89.44299203459897
11730,40.72701,-73.18456,694821.6548,88.92611569364308
11731,40.86262,-73.31703,781492.4847,87.44027593451052
11732,40.84245,-73.53916,966713.9803,84.26493467233485
11733,40.93742,-73.10544,829118.9919,86.62379179482913
11735,40.73177,-73.43284,698319.1262,88.8661568577978
11738,40.83779,-73.03761,636215.0623,89.93083672128587
11739,40.71058,-73.16275,1044452.24,82.93223026415849
11740,40.86536,-73.36118,852679.0269,86.21989077334422
11741,40.79473,-73.07043,653933.528,89.62708053436275
11742,40.81034,-73.0419,634518.869,89.95991537955211
11743,40.88018,-73.4266,935757.0926,84.79564350039999
11746,40.81421,-73.3608,799301.2391,87.13497188493955
11747,40.78372,-73.40931,912100.7639,85.20119533113848
11749,40.80674,-73.1708,630567.7371,90.02765153573489
11751,40.72999,-73.21424,647620.1102,89.73531449490147
11752,40.75791,-73.17359,643816.406,89.80052322705346
11753,40.78976,-73.5411,1238467.96,79.6061253796738
11754,40.88771,-73.24738,723963.6455,88.42652051851564
11755,40.8583,-73.11748,706509.1596,88.72575117265109
11756,40.72545,-73.51656,706941.5728,88.71833810500567
11757,40.68892,-73.37356,627939.3008,90.07271208451922
11758,40.65361,-73.45626,790992.5606,87.27741156014969
11762,40.68283,-73.44707,774311.5914,87.56338144513663
11763,40.82529,-72.98245,591766.6785,90.69283676161575
11764,40.93585,-72.97544,717516.7877,88.53704210521057
11765,40.88249,-73.55862,2567785.981,56.81698663008365
11766,40.93602,-73.01645,749740.4508,87.98461633665481
11767,40.84438,-73.14535,749585.0378,87.9872806565275
11768,40.91052,-73.32611,971767.1756,84.17830531276758
11769,40.73703,-73.12929,704091.3148,88.76720144997503
11770,40.64945,-73.14123,1351322.335,77.67140850249
11771,40.8674,-73.52651,1231344.007,79.72825473532673
11772,40.76118,-72.9875,584943.3393,90.80981255018389
11776,40.91345,-73.04567,613335.4643,90.32307268372668
11777,40.95171,-73.0645,774382.3193,87.56216892269948
11778,40.94312,-72.93073,538181.6162,91.6114712797437
11779,40.8127,-73.1156,622737.5464,90.16188826425213
11780,40.89249,-73.16973,806068.2823,87.01896120579953
11782,40.73727,-73.08024,746400.2223,88.0418794817708
11783,40.67766,-73.49068,776855.9857,87.51976166881498
11784,40.86855,-73.0422,579623.0281,90.90102120621083
11786,40.94711,-72.88939,736274.4739,88.21547006098935
11787,40.85338,-73.21089,781619.5019,87.43809841750657
11788,40.81808,-73.21318,783247.4188,87.41019025443285
11789,40.95759,-72.97214,519170.9749,91.93737985501335
11790,40.90719,-73.12777,745429.2263,88.05852573362306
11791,40.82819,-73.50282,1154018.375,81.05388526820863
11792,40.94832,-72.8302,730491.8832,88.31460379701984
11793,40.6462,-73.51024,787636.0112,87.33495450231105
11794,40.91915,-73.12475,464567.0995565022,92.87348037558868
11795,40.70803,-73.29827,726091.1251,88.39004811159315
11796,40.72958,-73.09986,676658.6554,89.23749273577778
11797,40.81739,-73.47004,1441008.505,76.13387531647948
11798,40.752,-73.37497,577685.0322,90.93424520284935
11801,40.76256,-73.52383,762985.9372,87.75754258710289
11803,40.78177,-73.4733,942250.5052,84.68432380235782
11804,40.75829,-73.45706,973255.5831,84.15278882649598
11901,40.92424,-72.64697,630200.5739,90.03394599121985
11930,40.98877,-72.10482,3183325.022,46.26450453811128
11931,40.93347,-72.62195,464567.0995565022,92.87348037558868
11932,40.93322,-72.30603,4229045.635,28.337212673794156
11933,40.92449,-72.75453,620533.6874,90.19967007999684
11934,40.80201,-72.79428,679815.9684,89.18336539913132
11935,41.01795,-72.48933,1190912.685,80.42138835146038
11937,40.99714,-72.20253,2011153.162,66.35961100165719
11939,41.12627,-72.34223,1154268.94,81.04958971179505
