zip_code,tax_rate,tax_score
10204,0.0,76.11691428323498
10205,0.0,76.11691428323498
10206,0.0,76.11691428323498
10207,0.0,76.11691428323498
10208,0.0,76.11691428323498
10209,0.0,76.11691428323498
10210,0.0,76.11691428323498
10211,0.0,76.11691428323498
10212,0.0,76.11691428323498
10213,0.0,76.11691428323498
10214,0.0,76.11691428323498
10215,0.0,76.11691428323498
10216,0.0,76.11691428323498
10217,0.0,76.11691428323498
10218,0.0,76.11691428323498
10219,0.0,76.11691428323498
10220,0.0,76.11691428323498
10221,0.0,76.11691428323498
10222,0.0,76.11691428323498
10223,0.0,76.11691428323498
10224,0.0,76.11691428323498
10225,0.0,76.11691428323498
10226,0.0,76.11691428323498
10227,0.0,76.11691428323498
10228,0.0,76.11691428323498
10229,0.0,76.11691428323498
10230,0.0,76.11691428323498
10231,0.0,76.11691428323498
10232,0.0,76.11691428323498
10233,0.0,76.11691428323498
10234,0.0,76.11691428323498
10235,0.0,76.11691428323498
10236,0.0,76.11691428323498
10237,0.0,76.11691428323498
10238,0.0,76.11691428323498
10239,0.0,76.11691428323498
10240,0.0,76.11691428323498
10241,0.0,76.11691428323498
10242,0.0,76.11691428323498
10243,0.0,76.11691428323498
10244,0.0,76.11691428323498
10245,0.0,76.11691428323498
10246,0.0,76.11691428323498
10247,0.0,76.11691428323498
10248,0.0,76.11691428323498
10249,0.0,76.11691428323498
10250,0.0,76.11691428323498
10251,0.0,76.11691428323498
10252,0.0,76.11691428323498
10253,0.0,76.11691428323498
10254,0.0,76.11691428323498
10255,0.0,76.11691428323498
10256,0.0,76.11691428323498
10257,0.0,76.11691428323498
10258,0.0,76.11691428323498
10259,0.0,76.11691428323498
10260,0.0,76.11691428323498
10261,0.0,76.11691428323498
10262,0.0,76.11691428323498
10263,0.0,76.11691428323498
10264,0.0,76.11691428323498
10265,0.0,76.11691428323498
10266,0.0,76.11691428323498
10267,0.0,76.11691428323498
10268,0.0,76.11691428323498
10269,0.0,76.11691428323498
10270,0.0,76.11691428323498
10271,0.0,76.11691428323498
10272,0.0,76.11691428323498
10273,0.0,76.11691428323498
10274,0.0,76.11691428323498
10275,0.0,76.11691428323498
10276,0.0,76.11691428323498
10277,0.0,76.11691428323498
10278,0.0,76.11691428323498
10279,0.0,76.11691428323498
10280,6.9,66.09336609336609
10281,0.0,76.11691428323498
10282,6.375,68.67321867321868
10283,0.0,76.11691428323498
10284,0.0,76.11691428323498
10285,0.0,76.11691428323498
10286,0.0,76.11691428323498
10287,0.0,76.11691428323498
10288,0.0,76.11691428323498
10289,0.0,76.11691428323498
10290,0.0,76.11691428323498
10291,0.0,76.11691428323498
10292,0.0,76.11691428323498
10293,0.0,76.11691428323498
10294,0.0,76.11691428323498
10295,0.0,76.11691428323498
10296,0.0,76.11691428323498
10297,0.0,76.11691428323498
10298,0.0,76.11691428323498
10299,0.0,76.11691428323498
10300,0.0,76.11691428323498
10301,3.7361702127659573,81.6404412149093
10302,1.34,93.41523341523342
10303,1.972,90.30958230958231
10304,6.28,69.14004914004914
10305,7.440740740740741,63.43616343616344
10306,6.017283950617284,70.43103709770376
10307,4.411764705882353,78.32056655586067
10308,4.21,79.31203931203932
10309,4.986046511627907,75.49854294040341
10310,3.5,82.80098280098281
10311,0.0,76.11691428323498
10312,5.060975609756097,75.13034098399953
10313,0.0,76.11691428323498
10314,5.503738317757009,72.95460286114492
10315,0.0,76.11691428323498
10316,0.0,76.11691428323498
10317,0.0,76.11691428323498
10318,0.0,76.11691428323498
10319,0.0,76.11691428323498
10320,0.0,76.11691428323498
10321,0.0,76.11691428323498
10322,0.0,76.11691428323498
10323,0.0,76.11691428323498
10324,0.0,76.11691428323498
10325,0.0,76.11691428323498
10326,0.0,76.11691428323498
10327,0.0,76.11691428323498
10328,0.0,76.11691428323498
10329,0.0,76.11691428323498
10330,0.0,76.11691428323498
10331,0.0,76.11691428323498
10332,0.0,76.11691428323498
10333,0.0,76.11691428323498
10334,0.0,76.11691428323498
10335,0.0,76.11691428323498
10336,0.0,76.11691428323498
10337,0.0,76.11691428323498
10338,0.0,76.11691428323498
10339,0.0,76.11691428323498
10340,0.0,76.11691428323498
10341,0.0,76.11691428323498
10342,0.0,76.11691428323498
10343,0.0,76.11691428323498
10344,0.0,76.11691428323498
10345,0.0,76.11691428323498
10346,0.0,76.11691428323498
10347,0.0,76.11691428323498
10348,0.0,76.11691428323498
10349,0.0,76.11691428323498
10350,0.0,76.11691428323498
10351,0.0,76.11691428323498
10352,0.0,76.11691428323498
10353,0.0,76.11691428323498
10354,0.0,76.11691428323498
10355,0.0,76.11691428323498
10356,0.0,76.11691428323498
10357,0.0,76.11691428323498
10358,0.0,76.11691428323498
10359,0.0,76.11691428323498
10360,0.0,76.11691428323498
10361,0.0,76.11691428323498
10362,0.0,76.11691428323498
10363,0.0,76.11691428323498
10364,0.0,76.11691428323498
10365,0.0,76.11691428323498
10366,0.0,76.11691428323498
10367,0.0,76.11691428323498
10368,0.0,76.11691428323498
10369,0.0,76.11691428323498
10370,0.0,76.11691428323498
10371,0.0,76.11691428323498
10372,0.0,76.11691428323498
10373,0.0,76.11691428323498
10374,0.0,76.11691428323498
10375,0.0,76.11691428323498
10376,0.0,76.11691428323498
10377,0.0,76.11691428323498
10378,0.0,76.11691428323498
10379,0.0,76.11691428323498
10380,0.0,76.11691428323498
10381,0.0,76.11691428323498
10382,0.0,76.11691428323498
10383,0.0,76.11691428323498
10384,0.0,76.11691428323498
10385,0.0,76.11691428323498
10386,0.0,76.11691428323498
10387,0.0,76.11691428323498
10388,0.0,76.11691428323498
10389,0.0,76.11691428323498
10390,0.0,76.11691428323498
10391,0.0,76.11691428323498
10392,0.0,76.11691428323498
10393,0.0,76.11691428323498
10394,0.0,76.11691428323498
10395,0.0,76.11691428323498
10396,0.0,76.11691428323498
10397,0.0,76.11691428323498
10398,0.0,76.11691428323498
10399,0.0,76.11691428323498
10400,0.0,76.11691428323498
10401,0.0,76.11691428323498
10402,0.0,76.11691428323498
10403,0.0,76.11691428323498
10404,0.0,76.11691428323498
10405,0.0,76.11691428323498
10406,0.0,76.11691428323498
10407,0.0,76.11691428323498
10408,0.0,76.11691428323498
10409,0.0,76.11691428323498
10410,0.0,76.11691428323498
10411,0.0,76.11691428323498
10412,0.0,76.11691428323498
10413,0.0,76.11691428323498
10414,0.0,76.11691428323498
10415,0.0,76.11691428323498
10416,0.0,76.11691428323498
10417,0.0,76.11691428323498
10418,0.0,76.11691428323498
10419,0.0,76.11691428323498
10420,0.0,76.11691428323498
10421,0.0,76.11691428323498
10422,0.0,76.11691428323498
10423,0.0,76.11691428323498
10424,0.0,76.11691428323498
10425,0.0,76.11691428323498
10426,0.0,76.11691428323498
10427,0.0,76.11691428323498
10428,0.0,76.11691428323498
10429,0.0,76.11691428323498
10430,0.0,76.11691428323498
10431,0.0,76.11691428323498
10432,0.0,76.11691428323498
10433,0.0,76.11691428323498
10434,0.0,76.11691428323498
10435,0.0,76.11691428323498
10436,0.0,76.11691428323498
10437,0.0,76.11691428323498
10438,0.0,76.11691428323498
10439,0.0,76.11691428323498
10440,0.0,76.11691428323498
10441,0.0,76.11691428323498
10442,0.0,76.11691428323498
10443,0.0,76.11691428323498
10444,0.0,76.11691428323498
10445,0.0,76.11691428323498
10446,0.0,76.11691428323498
10447,0.0,76.11691428323498
10448,0.0,76.11691428323498
10449,0.0,76.11691428323498
10450,0.0,76.11691428323498
10451,0.9741379310344828,95.21308141997797
10452,0.8024691358024691,96.0566627233294
10453,0.6411764705882353,96.84925567278509
10454,0.65,96.80589680589681
10455,0.5853658536585366,97.12350931863126
10456,0.7297619047619047,96.41394641394642
10457,0.8121621621621622,96.00903114416627
10458,0.9880952380952381,95.14449514449514
10459,0.9938775510204082,95.11608083036654
10460,1.0810344827586207,94.68779123951538
10461,2.848148148148148,86.00418600418601
10462,2.275,88.82063882063882
10463,3.7528571428571427,81.55844155844156
10464,3.4,83.29238329238329
10465,2.7390243902439027,86.54042068676215
10466,1.236986301369863,93.92144323651173
10467,1.361764705882353,93.30828154357566
10468,0.8786516853932584,95.68230130027882
10469,2.0430555555555556,89.96041496041497
10470,1.7095238095238094,91.5993915993916
10471,5.585714285714285,72.55177255177256
10472,0.713953488372093,96.49162904976859
10473,1.1421052631578947,94.38768912453124
10474,0.0,100.0
10475,1.1815384615384616,94.1939141939142
10476,0.0,76.11691428323498
10477,0.0,76.11691428323498
10478,0.0,76.11691428323498
10479,0.0,76.11691428323498
10480,0.0,76.11691428323498
10481,0.0,76.11691428323498
10482,0.0,76.11691428323498
10483,0.0,76.11691428323498
10484,0.0,76.11691428323498
10485,0.0,76.11691428323498
10486,0.0,76.11691428323498
10487,0.0,76.11691428323498
10488,0.0,76.11691428323498
10489,0.0,76.11691428323498
10490,0.0,76.11691428323498
10491,0.0,76.11691428323498
10492,0.0,76.11691428323498
10493,0.0,76.11691428323498
10494,0.0,76.11691428323498
10495,0.0,76.11691428323498
10496,0.0,76.11691428323498
10497,0.0,76.11691428323498
10498,0.0,76.11691428323498
10499,0.0,76.11691428323498
10500,0.0,76.11691428323498
10501,0.0,76.11691428323498
10502,8.616666666666667,57.65765765765766
10503,0.0,76.11691428323498
10504,9.614285714285714,52.75535275535276
10505,0.0,100.0
10506,14.86,26.977886977886982
10507,4.0625,80.03685503685503
10508,0.0,76.11691428323498
10509,3.8740740740740742,80.96278096278097
10510,7.958333333333333,60.8927108927109
10511,0.0,100.0
10512,5.9,71.007371007371
10513,0.0,76.11691428323498
10514,7.55,62.8992628992629
10515,0.0,76.11691428323498
10516,7.783333333333333,61.75266175266176
10517,0.0,76.11691428323498
10518,0.0,76.11691428323498
10519,0.0,76.11691428323498
10520,6.546666666666667,67.82964782964783
10521,0.0,76.11691428323498
10522,6.066666666666666,70.18837018837019
10523,2.1823529411764704,89.27590692296575
10524,7.825,61.547911547911546
10525,0.0,76.11691428323498
10526,4.166666666666667,79.52497952497953
10527,0.0,76.11691428323498
10528,5.2875,74.01719901719902
10529,0.0,76.11691428323498
10530,6.010526315789473,70.46424414845468
10531,0.0,76.11691428323498
10532,3.9625,80.52825552825553
10533,8.244444444444444,59.486759486759496
10534,0.0,76.11691428323498
10535,0.0,76.11691428323498
10536,8.054545454545455,60.41992405628769
10537,0.0,76.11691428323498
10538,5.94,70.8108108108108
10539,0.0,76.11691428323498
10540,0.0,76.11691428323498
10541,4.95625,75.64496314496316
10542,0.0,76.11691428323498
10543,4.768,76.57002457002457
10544,0.0,76.11691428323498
10545,0.0,76.11691428323498
10546,0.0,100.0
10547,4.31,78.82063882063882
10548,10.0,50.859950859950864
10549,4.0321428571428575,80.18603018603018
10550,0.737037037037037,96.37819637819638
10551,0.0,76.11691428323498
10552,2.409090909090909,88.16171543444271
10553,1.2666666666666666,93.77559377559378
10554,0.0,76.11691428323498
10555,0.0,76.11691428323498
10556,0.0,76.11691428323498
10557,0.0,76.11691428323498
10558,0.0,76.11691428323498
10559,0.0,76.11691428323498
10560,4.585714285714285,77.46577746577746
10561,0.0,76.11691428323498
10562,3.5686274509803924,82.46374716962953
10563,0.0,76.11691428323498
10564,0.0,76.11691428323498
10565,0.0,76.11691428323498
10566,1.7234042553191489,91.53118302054472
10567,6.329166666666667,68.8984438984439
10568,0.0,76.11691428323498
10569,0.0,76.11691428323498
10570,5.921428571428572,70.9020709020709
10571,0.0,76.11691428323498
10572,0.0,76.11691428323498
10573,1.773,91.28746928746929
10574,0.0,76.11691428323498
10575,0.0,76.11691428323498
10576,12.38,39.16461916461916
10577,0.0,100.0
10578,0.0,76.11691428323498
10579,5.209090909090909,74.40250167522895
10580,5.331578947368421,73.80059485322643
10581,0.0,76.11691428323498
10582,0.0,76.11691428323498
10583,7.472,63.28255528255528
10584,0.0,76.11691428323498
10585,0.0,76.11691428323498
10586,0.0,76.11691428323498
10587,0.0,76.11691428323498
10588,0.0,100.0
10589,6.618181818181818,67.47822202367658
10590,9.228571428571428,54.650754650754656
10591,4.365625,78.54729729729729
10592,0.0,76.11691428323498
10593,0.0,76.11691428323498
10594,4.7,76.90417690417691
10595,6.2875,69.10319410319411
10596,0.0,76.11691428323498
10597,0.0,76.11691428323498
10598,6.152941176470589,69.76441682324035
10599,0.0,76.11691428323498
10600,0.0,76.11691428323498
10601,3.8857142857142857,80.9055809055809
10602,0.0,76.11691428323498
10603,3.66,82.01474201474201
10604,3.8777777777777778,80.94458094458095
10605,4.416129032258064,78.2991202346041
10606,2.203846153846154,89.17028917028917
10607,3.327272727272727,83.64976546794729
10608,0.0,76.11691428323498
10609,0.0,76.11691428323498
10610,0.0,76.11691428323498
10611,0.0,76.11691428323498
10612,0.0,76.11691428323498
10613,0.0,76.11691428323498
10614,0.0,76.11691428323498
10615,0.0,76.11691428323498
10616,0.0,76.11691428323498
10617,0.0,76.11691428323498
10618,0.0,76.11691428323498
10619,0.0,76.11691428323498
10620,0.0,76.11691428323498
10621,0.0,76.11691428323498
10622,0.0,76.11691428323498
10623,0.0,76.11691428323498
10624,0.0,76.11691428323498
10625,0.0,76.11691428323498
10626,0.0,76.11691428323498
10627,0.0,76.11691428323498
10628,0.0,76.11691428323498
10629,0.0,76.11691428323498
10630,0.0,76.11691428323498
10631,0.0,76.11691428323498
10632,0.0,76.11691428323498
10633,0.0,76.11691428323498
10634,0.0,76.11691428323498
10635,0.0,76.11691428323498
10636,0.0,76.11691428323498
10637,0.0,76.11691428323498
10638,0.0,76.11691428323498
10639,0.0,76.11691428323498
10640,0.0,76.11691428323498
10641,0.0,76.11691428323498
10642,0.0,76.11691428323498
10643,0.0,76.11691428323498
10644,0.0,76.11691428323498
10645,0.0,76.11691428323498
10646,0.0,76.11691428323498
10647,0.0,76.11691428323498
10648,0.0,76.11691428323498
10649,0.0,76.11691428323498
10650,0.0,76.11691428323498
10651,0.0,76.11691428323498
10652,0.0,76.11691428323498
10653,0.0,76.11691428323498
10654,0.0,76.11691428323498
10655,0.0,76.11691428323498
10656,0.0,76.11691428323498
10657,0.0,76.11691428323498
10658,0.0,76.11691428323498
10659,0.0,76.11691428323498
10660,0.0,76.11691428323498
10661,0.0,76.11691428323498
10662,0.0,76.11691428323498
10663,0.0,76.11691428323498
10664,0.0,76.11691428323498
10665,0.0,76.11691428323498
10666,0.0,76.11691428323498
10667,0.0,76.11691428323498
10668,0.0,76.11691428323498
10669,0.0,76.11691428323498
10670,0.0,76.11691428323498
10671,0.0,76.11691428323498
10672,0.0,76.11691428323498
10673,0.0,76.11691428323498
10674,0.0,76.11691428323498
10675,0.0,76.11691428323498
10676,0.0,76.11691428323498
10677,0.0,76.11691428323498
10678,0.0,76.11691428323498
10679,0.0,76.11691428323498
10680,0.0,76.11691428323498
10681,0.0,76.11691428323498
10682,0.0,76.11691428323498
10683,0.0,76.11691428323498
10684,0.0,76.11691428323498
10685,0.0,76.11691428323498
10686,0.0,76.11691428323498
10687,0.0,76.11691428323498
10688,0.0,76.11691428323498
10689,0.0,76.11691428323498
10690,0.0,76.11691428323498
10691,0.0,76.11691428323498
10692,0.0,76.11691428323498
10693,0.0,76.11691428323498
10694,0.0,76.11691428323498
10695,0.0,76.11691428323498
10696,0.0,76.11691428323498
10697,0.0,76.11691428323498
10698,0.0,76.11691428323498
10699,0.0,76.11691428323498
10700,0.0,76.11691428323498
10701,2.0329545454545452,90.01005137368774
10702,0.0,76.11691428323498
10703,1.8583333333333334,90.86814086814087
10704,3.8886363636363637,80.8912218003127
10705,1.314,93.54299754299754
10706,8.7875,56.81818181818182
10707,5.618181818181818,72.39222693768149
10708,6.34,68.84520884520884
10709,5.153846153846154,74.67397467397467
10710,3.8236842105263156,81.21039699987068
10711,0.0,76.11691428323498
10712,0.0,76.11691428323498
10713,0.0,76.11691428323498
10714,0.0,76.11691428323498
10715,0.0,76.11691428323498
10716,0.0,76.11691428323498
10717,0.0,76.11691428323498
10718,0.0,76.11691428323498
10719,0.0,76.11691428323498
10720,0.0,76.11691428323498
10721,0.0,76.11691428323498
10722,0.0,76.11691428323498
10723,0.0,76.11691428323498
10724,0.0,76.11691428323498
10725,0.0,76.11691428323498
10726,0.0,76.11691428323498
10727,0.0,76.11691428323498
10728,0.0,76.11691428323498
10729,0.0,76.11691428323498
10730,0.0,76.11691428323498
10731,0.0,76.11691428323498
10732,0.0,76.11691428323498
10733,0.0,76.11691428323498
10734,0.0,76.11691428323498
10735,0.0,76.11691428323498
10736,0.0,76.11691428323498
10737,0.0,76.11691428323498
10738,0.0,76.11691428323498
10739,0.0,76.11691428323498
10740,0.0,76.11691428323498
10741,0.0,76.11691428323498
10742,0.0,76.11691428323498
10743,0.0,76.11691428323498
10744,0.0,76.11691428323498
10745,0.0,76.11691428323498
10746,0.0,76.11691428323498
10747,0.0,76.11691428323498
10748,0.0,76.11691428323498
10749,0.0,76.11691428323498
10750,0.0,76.11691428323498
10751,0.0,76.11691428323498
10752,0.0,76.11691428323498
10753,0.0,76.11691428323498
10754,0.0,76.11691428323498
10755,0.0,76.11691428323498
10756,0.0,76.11691428323498
10757,0.0,76.11691428323498
10758,0.0,76.11691428323498
10759,0.0,76.11691428323498
10760,0.0,76.11691428323498
10761,0.0,76.11691428323498
10762,0.0,76.11691428323498
10763,0.0,76.11691428323498
10764,0.0,76.11691428323498
10765,0.0,76.11691428323498
10766,0.0,76.11691428323498
10767,0.0,76.11691428323498
10768,0.0,76.11691428323498
10769,0.0,76.11691428323498
10770,0.0,76.11691428323498
10771,0.0,76.11691428323498
10772,0.0,76.11691428323498
10773,0.0,76.11691428323498
10774,0.0,76.11691428323498
10775,0.0,76.11691428323498
10776,0.0,76.11691428323498
10777,0.0,76.11691428323498
10778,0.0,76.11691428323498
10779,0.0,76.11691428323498
10780,0.0,76.11691428323498
10781,0.0,76.11691428323498
10782,0.0,76.11691428323498
10783,0.0,76.11691428323498
10784,0.0,76.11691428323498
10785,0.0,76.11691428323498
10786,0.0,76.11691428323498
10787,0.0,76.11691428323498
10788,0.0,76.11691428323498
10789,0.0,76.11691428323498
10790,0.0,76.11691428323498
10791,0.0,76.11691428323498
10792,0.0,76.11691428323498
10793,0.0,76.11691428323498
10794,0.0,76.11691428323498
10795,0.0,76.11691428323498
10796,0.0,76.11691428323498
10797,0.0,76.11691428323498
10798,0.0,76.11691428323498
10799,0.0,76.11691428323498
10800,0.0,76.11691428323498
10801,2.548,87.47911547911548
10802,0.0,76.11691428323498
10803,5.007142857142857,75.3948753948754
10804,6.9411764705882355,65.89102471455413
10805,2.203448275862069,89.17224434465814
10806,0.0,76.11691428323498
10807,0.0,76.11691428323498
10808,0.0,76.11691428323498
10809,0.0,76.11691428323498
10810,0.0,76.11691428323498
10811,0.0,76.11691428323498
10812,0.0,76.11691428323498
10813,0.0,76.11691428323498
10814,0.0,76.11691428323498
10815,0.0,76.11691428323498
10816,0.0,76.11691428323498
10817,0.0,76.11691428323498
10818,0.0,76.11691428323498
10819,0.0,76.11691428323498
10820,0.0,76.11691428323498
10821,0.0,76.11691428323498
10822,0.0,76.11691428323498
10823,0.0,76.11691428323498
10824,0.0,76.11691428323498
10825,0.0,76.11691428323498
10826,0.0,76.11691428323498
10827,0.0,76.11691428323498
10828,0.0,76.11691428323498
10829,0.0,76.11691428323498
10830,0.0,76.11691428323498
10831,0.0,76.11691428323498
10832,0.0,76.11691428323498
10833,0.0,76.11691428323498
10834,0.0,76.11691428323498
10835,0.0,76.11691428323498
10836,0.0,76.11691428323498
10837,0.0,76.11691428323498
10838,0.0,76.11691428323498
10839,0.0,76.11691428323498
10840,0.0,76.11691428323498
10841,0.0,76.11691428323498
10842,0.0,76.11691428323498
10843,0.0,76.11691428323498
10844,0.0,76.11691428323498
10845,0.0,76.11691428323498
10846,0.0,76.11691428323498
10847,0.0,76.11691428323498
10848,0.0,76.11691428323498
10849,0.0,76.11691428323498
10850,0.0,76.11691428323498
10851,0.0,76.11691428323498
10852,0.0,76.11691428323498
10853,0.0,76.11691428323498
10854,0.0,76.11691428323498
10855,0.0,76.11691428323498
10856,0.0,76.11691428323498
10857,0.0,76.11691428323498
10858,0.0,76.11691428323498
10859,0.0,76.11691428323498
10860,0.0,76.11691428323498
10861,0.0,76.11691428323498
10862,0.0,76.11691428323498
10863,0.0,76.11691428323498
10864,0.0,76.11691428323498
10865,0.0,76.11691428323498
10866,0.0,76.11691428323498
10867,0.0,76.11691428323498
10868,0.0,76.11691428323498
10869,0.0,76.11691428323498
10870,0.0,76.11691428323498
10871,0.0,76.11691428323498
10872,0.0,76.11691428323498
10873,0.0,76.11691428323498
10874,0.0,76.11691428323498
10875,0.0,76.11691428323498
10876,0.0,76.11691428323498
10877,0.0,76.11691428323498
10878,0.0,76.11691428323498
10879,0.0,76.11691428323498
10880,0.0,76.11691428323498
10881,0.0,76.11691428323498
10882,0.0,76.11691428323498
10883,0.0,76.11691428323498
10884,0.0,76.11691428323498
10885,0.0,76.11691428323498
10886,0.0,76.11691428323498
10887,0.0,76.11691428323498
10888,0.0,76.11691428323498
10889,0.0,76.11691428323498
10890,0.0,76.11691428323498
10891,0.0,76.11691428323498
10892,0.0,76.11691428323498
10893,0.0,76.11691428323498
10894,0.0,76.11691428323498
10895,0.0,76.11691428323498
10896,0.0,76.11691428323498
10897,0.0,76.11691428323498
10898,0.0,76.11691428323498
10899,0.0,76.11691428323498
10900,0.0,76.11691428323498
10901,4.973333333333334,75.56101556101557
10902,0.0,76.11691428323498
