zip_code,lat,lng,housing_score,tax_score,healthcare_score,overall_score
11205,40.69654,-73.96807,83.02950421,70.92065327,31.28954955,67.06730281
11206,40.7019,-73.94254,82.89001922,77.77027027,30.05439576,68.4011761175
11207,40.67016,-73.89383,89.93341611,93.68700797,29.98954955,75.88584743499999
11208,40.67481,-73.87243,88.27783393,93.92119392,29.68954955,75.04160283249999
11209,40.62175,-74.03013,87.04914702,71.79018342,32.12954955,69.5045067525
11210,40.62801,-73.94631,85.42281729,76.86433362,31.82954955,69.8848794375
11211,40.71428,-73.94602,77.57865749,66.72516673,31.22954955,63.278007814999995
11212,40.6629,-73.91308,89.40870533,93.44985481,20.18587618,73.11328541249999
11213,40.67117,-73.93632,82.15714059,87.31616992,31.14954955,70.6950001625
11214,40.59928,-73.99644,87.90102968,66.42460642,31.36954955,68.3990538325
11215,40.66255,-73.98687,75.41887336,45.10201902,32.72954955,57.167328822500004
11216,40.68085,-73.94929,80.08702978,77.98107585,31.74954955,67.47617124
11217,40.68242,-73.97943,74.68765733,57.89075789,32.24954955,59.87890552499999
11218,40.64315,-73.97645,84.61427565,73.79996404,31.44954955,68.61951622250001
11219,40.63267,-73.99672,80.87326355,72.04377932,20.19434325,63.4961624175
11220,40.64142,-74.01741,84.64963793,86.88574939,29.08954955,71.3186437
11221,40.6914,-73.92764,81.92432249,86.50128771,30.42954955,70.19487056
11222,40.72862,-73.94764,75.53543713,66.97606698,32.30954955,62.5891226975
11223,40.59711,-73.97344,82.44789028,64.09468909,31.44954955,65.1100048
11224,40.57652,-73.9891,91.37089269,68.07507955,31.14954955,70.49160362
11225,40.6631,-73.95392,81.56523182,82.91266473,31.62954955,69.41816947999999
11226,40.64636,-73.95666,86.91294543,89.8177247,31.14954955,73.6982912775
11228,40.61678,-74.01337,80.77276469,65.47092547,31.74954955,64.6915011
11229,40.60047,-73.94453,87.74532467,61.31796132,22.22074291,64.7573383925
11230,40.6221,-73.96525,85.27581067,71.24890684,31.80954955,68.4025194325
11231,40.67603,-74.00644,70.54380247,57.45605746,32.00954955,57.638302987500005
11232,40.65692,-74.00727,86.77651222,83.82714265,29.48954955,71.71742916
11233,40.67827,-73.91994,82.85616423,91.12545381,30.82954955,71.916832955
11234,40.6072,-73.91107,87.68829607,77.91824883,32.04954955,71.33609763
11235,40.58411,-73.94331,90.55943127,69.73692096,22.35699628,68.303194945
11236,40.63951,-73.90098,89.18358523,94.18245225,31.56954955,76.02979306499999
11237,40.70427,-73.92108,82.18987156,89.85446985,21.03165724,68.8164675525
11238,40.67105,-73.96636,80.03742038,65.52334152,32.36954955,64.4919329575
11239,40.64733,-73.87136,89.47577491,92.38329238,30.72954955,75.5160979375
11249,40.71121,-73.96318,76.69955994,76.11691428,0.0,57.37900854
11354,40.7686,-73.82743,89.76135847,63.93032643,30.76954955,68.55564823
11355,40.75143,-73.82125,90.6985412,77.28031061,38.0321023,74.1773738275
