address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
13217 Maple Ave APT 406,11390,1900,40.75423,-73.832245,,1,1,645,33,68,105
14336 Barclay Ave APT 4H,11390,1775,40.75919,-73.822044,,,1,,31,73,100
14350 Barclay Ave APT 3A,11390,2150,40.759384,-73.821754,,1,1,700,31,63,100
143-51 Roosevelt Ave #1J,11390,2200,40.761517,-73.82312,,1,1,685,35,75,100
15-63 Murray St #1,11390,3500,40.78552,-73.81202,,3,2,1800,1,50,35
14431 41st Ave APT 1F,11390,2395,40.76114,-73.82052,,1,1,775,29,32,100
131-02 A 40th Road #16,11390,4300,40.755608,-73.837456,,2,2,1170,29,65,105
134-16 35th Ave #12A,11390,2700,40.763958,-73.832596,,1,1,538,31,110,110
141-43 Northern Blvd UNIT 4,11390,2800,40.764717,-73.8242,,2,2,1200,25,82,100
42-53 Saull St #3,11390,2500,40.75322,-73.829445,,3,1,1100,32,66,105
