address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
5570 Netherland Ave APT 4D,10471,1850,40.904022,-73.90606,,,1,,0,28,38
6215 Broadway APT 3,10471,1575,40.896366,-73.897224,,,1,,13,16,15
5700 Arlington Ave APT 1D,10471,2940,40.906563,-73.90659,,1,1,800,0,31,38
600 W 246th St #AF922F7D7,10471,3495,40.8921,-73.91037,,1,1,,8,17,31
5630 Riverdale Ave #1,10471,4000,40.905037,-73.9043,,2,2,,0,42,38
6601 Broadway #44J,10471,2350,40.90857,-73.89693,,1,1,,11,24,69
6158 Liebig Ave #1,10471,4800,40.911743,-73.90059,,3,2,2115,1,31,77
6039 Huxley Ave FLOOR 2,10471,5800,40.90877,-73.89822,,3,2,1900,8,24,69
6200 Riverdale Ave APT 3C,10471,3599,40.91171,-73.902275,,3,2,,0,27,73
5995 Riverdale Ave #4F,10471,2350,40.90839,-73.903984,,1,1,,3,37,58
