address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
86-10 Elmhurst Ave #2E,11373,1998,40.744003,-73.878876,,1,1,775,52,65,115
75-06 Woodside Ave #L1,11373,1900,40.743156,-73.889496,,,1,,48,85,100
83-02 Cornish Ave #1L,11373,1995,40.74014,-73.88102,,,1,,57,86,105
86-19 Elmhurst Ave #6-D,11373,1825,40.744297,-73.879,,,1,,53,64,115
40-66 Ithaca St #2B,11373,2050,40.74534,-73.881195,,1,1,750,53,57,115
86-05 Britton Ave #2,11373,2850,40.746727,-73.87981,,1,2,650,49,108,115
60-70 Woodhaven Blvd #5E,11373,3500,40.730206,-73.871864,,3,2,1153,51,26,110
40-05 Ithaca St #4B,11373,3450,40.746346,-73.88301,,2,2,900,59,102,105
88-08 Justice Ave #PENTHOUSE A,11373,4200,40.738804,-73.87838,,2,2,848,57,95,100
83-07 Queens Blvd #5G,11373,4100,40.738525,-73.88774,,2,2,,48,32,100
