address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
1345 Chisholm St #1,10459,1800,40.83184,-73.89609,,1,1,900,27,37,85
1047 Hoe Ave #1E,10459,1829,40.824608,-73.89086,,,1,,32,69,81
1439 Vyse Ave APT B,10459,2622,40.83134,-73.88953,,1,1,900,29,31,85
805 E 170th St #3,10459,3500,40.83328,-73.89577,,3,1,1100,29,29,85
804 E 169th St APT 3,10459,3595,40.829754,-73.898674,,3,1,900,23,46,85
855 E 167th St #6C,10459,2997,40.82626,-73.89743,,2,1,475,31,50,85
1234 Intervale Ave #1,10459,4111,40.828865,-73.89426,,4,1,1150,29,52,85
927 E 169th St #3,10459,4070,40.82743,-73.89352,,4,1,1100,29,56,85
1035 Faile St FLOOR 3,10459,3600,40.824223,-73.88987,,3,1,1000,32,62,81
1010 Longfellow Ave #1R,10459,3600,40.82361,-73.887344,,3,1,1000,32,41,81
