address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
188-11 Hillside Ave #710,11423,3500,40.715374,-73.77331,,2,2,860,24,35,69
91-50 195th St #514,11423,2031,40.71193,-73.76581,,1,1,625,23,33,50
19638 Pompeii Ave #1D,11423,2750,40.720554,-73.767006,,2,1,950,5,15,35
8821 181st St FLOOR 1,11423,3600,40.712547,-73.78123,,3,2,1000,29,70,81
188 Palo Alto Ave,11423,4800,40.716305,-73.77392,,3,2,3000,21,33,62
193-47 Salerno Ave,11423,4795,40.720226,-73.76967,,3,2,111,4,16,23
19347 Salerno Ave,11423,4795,40.719715,-73.769684,,3,2,111,4,17,31
186-05 Jamaica Ave UNIT 2F,11423,2762,40.710136,-73.772964,,1,1,1200,23,37,77
9326 197th St #3,11423,3300,40.712067,-73.76286,,4,2,1300,20,35,50
87-86 188th St #2,11423,2500,40.715492,-73.77404,,2,1,,23,36,65
