address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
166 W 129th St UNIT 69,10027,1895,40.811375,-73.94614,,,1,,55,60,117
88 Morningside Ave APT 7D,10027,3700,40.809143,-73.95523,,1,1,630,60,56,127
132 W 129th St #1,10027,3595,40.810677,-73.94507,,3,1,,52,97,112
508 Manhattan Ave #5AA,10027,3749,40.80821,-73.954155,,2,1,,60,71,127
383 W 125th St #6,10027,3750,40.811493,-73.95368,,3,1,,65,99,122
126 W 123rd St APT 1,10027,4150,40.806812,-73.94784,,2,2,,53,106,117
165 W 126th St #1,10027,6500,40.809547,-73.947014,,2,3,1664,57,86,117
312 W 121st St APT 2B,10027,3499,40.807827,-73.954155,,2,1,,60,75,122
15 W 120th St #6B,10027,3600,40.804424,-73.94684,,1,1,,48,74,112
506 W 122nd St #2C,10027,2850,40.810738,-73.95912,,1,1,,53,95,110
