address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
110 Husson Ave,10473,1900,40.80831,-73.85046,,1,1,800,0,3,12
103 Horizon Ct #B,10473,2890,40.807007,-73.85035,,2,1,715,0,2,12
731 Noble Ave APT 2-R,10473,2875,40.819668,-73.86769,,2,1,720,11,29,69
714 Beach Ave,10473,2762,40.819687,-73.86323,,1,1,650,5,35,81
540 Commonwealth Ave #1,10473,2500,40.816113,-73.864426,,1,1,650,7,29,69
611 Saint Lawrence Ave APT 1,10473,3999,40.817295,-73.86432,,4,1,1760,4,30,81
420 Screvin Ave,10473,2700,40.815052,-73.851,,3,1,2770,0,5,46
820 Colgate Ave APT 7K,10473,3017,40.819542,-73.87928,,2,1,,17,17,77
880 Boynton Ave APT 17J,10473,3500,40.82125,-73.87598,,3,2,,19,22,69
944 Castle Hill Ave #2,10473,3800,40.826717,-73.849464,,4,1,,9,40,58
