address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
1797 Lex Ave #3B,10029,1850,40.791523,-73.94465,,,1,,57,90,105
317 E 111th St #5B,10029,3600,40.79357,-73.93894,,2,1,920,49,101,110
1790 3rd Ave APT 1004,10029,3737,40.787514,-73.948044,,1,1,700,57,87,110
319 E 105th St APT 5F,10029,3000,40.789562,-73.941734,,2,1,755,47,98,105
1955 1st Ave #2202,10029,3022,40.7862,-73.942795,,1,1,660,53,65,110
1270 5th Ave APT 2E,10029,4750,40.79554,-73.94945,,2,1,,55,51,100
330 E 109th St APT 5,10029,3250,40.79179,-73.9398,,1,1,800,56,101,110
234 E 106th St #4C5,10029,2600,40.790733,-73.943436,,3,1,,57,95,105
120 E 102nd St APT 4D,10029,2795,40.78973,-73.94884,,1,1,,61,96,105
171 E 101st St APT 20,10029,2925,40.789013,-73.94791,,2,1,,61,94,110
