address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
577 Lafayette Ave APT 1,11247,3800,40.69007,-73.95127,,2,1,775,84,54,85
311 Hart St APT 2B,11247,3100,40.694595,-73.9384,,1,1,600,87,54,77
520 Crown St APT B6,11247,2500,40.665497,-73.94128,,1,1,625,71,54,77
654 Saint Marks Ave APT 3E,11247,3651,40.674976,-73.951965,,2,1,875,73,76,85
9 Lexington Ave #9BB,11247,4780,40.68662,-73.96197,,2,1,833,88,50,88
10 Lexington Ave #3KK,11247,4389,40.68602,-73.96168,,2,1,,88,53,85
1092 Bedford Ave #1A,11247,3000,40.68745,-73.955,,1,1,1500,85,80,85
175 Malcolm X Blvd APT 2,11247,3300,40.687305,-73.92967,,1,1,900,79,58,81
11 Herkimer St #F5,11247,3500,40.67982,-73.95286,,1,1,,83,83,88
744 Lexington Ave UNIT 2,11247,3100,40.68992,-73.92942,,1,1,,84,55,81
