address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
10914 Hannibal St FLOOR 2,11425,1600,40.701813,-73.769516,,1,1,600,1,32,50
176-01 93rd Ave #1,11425,2750,40.706795,-73.78419,,2,1,1100,29,56,105
118-15 Riverton St #2,11425,3300,40.68997,-73.76282,,3,1,1200,0,41,45
13806 219th St #2,11425,2600,40.674118,-73.75352,,2,1,750,7,21,70
11921 180th St,11425,3050,40.686893,-73.76371,,2,1,1617,9,20,40
10925 201st St,11425,4700,40.706295,-73.75668,,4,3,1899,1,40,50
116-43 171st St,11425,4500,40.687237,-73.776215,,4,2,1300,24,24,50
18709 Linden Blvd #2R,11425,2700,40.69205,-73.76526,,2,1,700,4,39,60
116-42 Merrick Blvd #3,11425,3050,40.68733,-73.77571,,2,1,1200,27,23,45
189 114th Dr #1,11425,2500,40.69693,-73.76518,,2,1,1000,0,30,85
