address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
42-40 212th St APT 3,11361,1850,40.76117,-73.77204,,,1,400,19,87,42
4031 201st St #2,11361,3500,40.760525,-73.78324,,4,1,2640,4,33,38
3540 204th St #1A,11361,3200,40.765892,-73.78331,,3,2,1000,15,24,15
4317 223rd St #3,11361,2900,40.762802,-73.75872,,3,2,1200,0,28,15
42-21 Corporal Kennedy St APT 3,11361,2900,40.761272,-73.77444,,2,1,895,19,46,31
47-12 204th St FLOOR 2,11361,4600,40.754044,-73.77718,,4,4,2200,0,29,19
3627 Corporal Stone St,11361,4500,40.767513,-73.77116,,3,3,2239,13,47,15
210-04 43rd Ave UNIT G,11361,2900,40.76055,-73.7728,,2,1,850,19,65,38
21101 42nd Ave #3,11361,2450,40.76237,-73.77304,,1,1,750,20,57,42
4300 213th St FLOOR 3,11361,3300,40.76109,-73.77072,,3,2,1100,21,84,42
