address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
33-35 76th St,11380,1875,40.753914,-73.89061,,,1,595,44,49,81
85-82 Eliot Ave #2B,11380,1895,40.729527,-73.87102,,,1,,48,31,85
37-58 81st St #4A,11380,2150,40.747963,-73.88507,,1,1,620,56,85,81
80-09 35th Ave #B4,11380,2600,40.751778,-73.88588,,1,1,745,49,52,85
30-47 82nd St #3,11380,3280,40.759804,-73.88596,,3,2,1000,20,20,69
40-66 Ithaca St #2B,11380,2050,40.74534,-73.881195,,1,1,750,48,49,88
88-08 Justice Ave #PENTHOUSE A,11380,4200,40.738804,-73.87838,,2,2,848,56,82,77
83-07 Queens Blvd #5G,11380,4100,40.738525,-73.88774,,2,2,,44,28,77
8710 34th Ave APT 6M,11380,2350,40.75398,-73.87987,,1,1,700,40,49,92
31-03 90th St FLOOR 3,11380,2975,40.75983,-73.878365,,2,1,900,31,56,85
