address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
249 W 26th St APT 3C,10001,3950,40.7471,-73.9963,,1,1,,84,97,66
455 W 34th St #10FF,10001,3895,40.75446,-73.998436,,2,1,,79,84,71
440 W 34th St APT 7D,10001,2900,40.7539,-73.99791,,,1,,77,81,71
100 W 26th St APT 30C,10001,4395,40.744835,-73.99176,,,1,466,89,86,66
370 W 30th St APT 7,10001,5600,40.750626,-73.99793,,2,1,1000,73,79,68
777 Avenue Of The Americas APT 15J,10001,4839,40.745186,-73.99136,,,1,577,91,86,66
411 35th St #3W2,10001,7657,40.754295,-73.99636,,2,2,,77,90,82
445 W 35th St APT 10K,10001,4261,40.754658,-73.99722,,,1,,76,88,78
445 W 35th St #9A2,10001,7617,40.754658,-73.997215,,2,2,,76,88,78
15 Hudson Yards UNIT 25F,10001,10000,40.7507,-73.9883,,1,1,1044,91,89,72
