address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
1560 Waters Edge Dr FLOOR 2,11360,3300,40.786507,-73.77618,,3,2,1350,0,6,10
212-30 23rd Ave #2-B,11360,2349,40.781723,-73.77742,,1,1,900,0,33,10
16-70 Bell Blvd #513-11,11360,3250,40.78315,-73.777954,,2,2,1200,0,19,10
15-65 208th St #2,11360,3000,40.783936,-73.78484,,3,2,1250,0,13,15
1371 209th St #1,11360,4500,40.786694,-73.78357,,3,3,1250,0,10,5
15-69 215th St UNIT 1,11360,4875,40.785892,-73.77769,,4,3,1971,0,16,10
2331 206th St,11360,3650,40.7772,-73.78726,,3,2,1457,0,11,0
23-50 Waters Edge Dr #4M,11360,3000,40.78222,-73.773155,,2,2,1400,0,21,10
2816 210th Pl #1,11360,2500,40.775013,-73.77891,,2,1,800,0,17,15
212-72 16th Ave #2,11360,3300,40.785057,-73.77905,,3,2,1275,0,19,15
