address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
2177 3rd Ave APT 2B,10035,1800,40.79953,-73.93846,,,1,,64,97,105
318 E 126th St APT 4B,10035,1900,40.802753,-73.932076,,,1,,56,48,100
8 E 127th St #1,10035,3000,40.807312,-73.940956,,1,1,850,60,102,107
1 W 126th St UNIT 1E,10035,2850,40.807346,-73.942116,,2,1,700,61,104,107
406 E 120th St APT 1,10035,2995,40.79817,-73.93317,,2,2,1000,48,81,105
2338 2nd Ave #8A,10035,3200,40.79937,-73.93571,,2,1,,53,77,105
29 E 129th St,10035,4750,40.80863,-73.93904,,2,3,2000,63,64,107
2035 5th Ave #5F,10035,4220,40.806793,-73.94176,,1,1,,60,101,107
77 E 119th St #PENTHOUSE 12,10035,3425,40.801678,-73.94225,,2,1,,63,65,92
510 E 117th St #3,10035,3250,40.795403,-73.932144,,3,1,,35,68,105
