address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
75-08 Bell Blvd #66P,11364,2295,40.738274,-73.75741,,1,1,745,0,15,12
6723 223rd Pl #A,11364,2750,40.746063,-73.75253,,2,1,950,0,22,15
67-55 222nd St FLOOR 2,11364,3000,40.744045,-73.753,,3,1,1000,0,19,19
5600 226th St,11364,3200,40.753956,-73.75412,,3,2,975,0,19,8
64-56 223rd Pl #1A,11364,4345,40.747185,-73.754555,,4,2,1400,0,43,12
65-24 224th St #A,11364,4400,40.746952,-73.75216,,4,2,1400,0,34,12
223-40 65th Ave UNIT F,11364,2895,40.746536,-73.75254,,3,1,1100,0,37,12
223-08 65th Ave #A,11364,3880,40.746655,-73.75349,,4,2,1400,0,39,12
64-26 228th St UNIT 516,11364,2875,40.752163,-73.750626,,2,1,900,1,17,8
61-11 219th St #2,11364,2500,40.74804,-73.75833,,2,1,900,0,56,12
