address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
310 Powers St APT 2L,11211,3200,40.713043,-73.93823,,1,1,700,73,87,75
245 Frost St APT 1R,11211,3050,40.71866,-73.94104,,1,2,743,76,64,75
429 Humboldt St APT 1,11211,3890,40.717113,-73.9433,,3,1,,75,76,81
290 Devoe St APT 2R,11211,2990,40.71366,-73.93895,,2,1,,75,57,81
146 Broadway #3D,11211,4920,40.71,-73.96349,,1,1,700,95,86,75
431 Grand St #511,11211,5000,40.71175,-73.95337,,2,1,,95,69,75
82 Devoe St APT 1R,11211,4990,40.713154,-73.94807,,3,2,,80,94,85
924 Metropolitan Ave APT 300,11211,4675,40.71434,-73.93811,,3,1,,69,55,75
8 Marcy Ave #6F,11211,4995,40.71387,-73.95447,,1,1,,92,91,75
347 S 4th St #3,11211,4999,40.70881,-73.95383,,3,1,,99,90,81
