address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
49 E 19th St #30,11226,1896,40.6482,-73.96173,,,1,,61,79,88
1610 Nostrand Ave #2D,11226,3500,40.64676,-73.949425,,4,2,1327,57,61,85
2510 Bedford Ave #3C,11226,3190,40.642254,-73.95446,,3,2,,52,58,88
620 Parkside Ave APT 1B,11226,3264,40.655846,-73.95256,,3,1,,69,85,88
232 E 18th St #4D,11226,2550,40.6465,-73.957214,,1,1,,61,71,85
125 Parkside Ave APT 5N,11226,4700,40.65366,-73.96444,,2,2,,79,34,85
703 Rogers Ave #5G,11226,2550,40.65426,-73.95266,,1,1,,68,72,92
370 E 23rd St #1J,11226,2590,40.641113,-73.955536,,2,1,,56,80,88
160 Erasmus St APT 1B,11226,2495,40.649483,-73.95041,,1,1,,61,81,88
156 Martense St #2A,11226,2900,40.651222,-73.9538,,2,2,,64,72,92
