address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
13806 219th St #2,11413,2600,40.674118,-73.75352,,2,1,750,3,18,54
122 21230th St,11413,3300,40.669678,-73.75083,,2,3,5000,16,17,19
21916 Edgewood Ave FLOOR 2,11413,3600,40.669205,-73.75597,,3,2,1750,3,22,31
14605 226th St #2,11413,3000,40.659767,-73.755035,,2,1,1244,5,10,8
13714 Bedell St,11413,3500,40.67327,-73.76351,,3,2,1460,39,26,35
14827 230th Pl,11413,3100,40.655617,-73.752464,,2,1,2304,0,3,8
14852 231st St FLOOR 2,11413,3500,40.655083,-73.75172,,3,1,1400,0,3,8
13415 228th St #2,11413,3200,40.67622,-73.74246,,3,1,1512,0,63,46
23110 145th Ave #2,11413,3200,40.660744,-73.74793,,3,1,1872,0,11,35
21846 138th Rd,11413,3494,40.67341,-73.75447,,3,1,3500,4,18,65
