address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
520 Crown St APT B6,11213,2500,40.665497,-73.94128,,1,1,625,76,63,100
1159 Saint Johns Pl APT 2B,11213,3199,40.67136,-73.9399,,2,1,750,83,78,100
412 Herkimer St #7C,11213,3439,40.678753,-73.93974,,1,1,,87,74,105
12 Ford St #5I,11213,3200,40.665676,-73.92949,,2,1,,79,76,110
1562 Pacific St FLOOR 1,11213,4100,40.676743,-73.937546,,3,2,1100,84,51,105
1332 Bergen St #2C,11213,4070,40.67533,-73.94062,,2,2,,84,51,110
1381 Bergen St UNIT 2G,11213,3050,40.67616,-73.946434,,2,1,,85,56,105
10 Ford St UNIT 4B,11213,3200,40.66573,-73.92942,,2,1,,79,79,110
1259 Saint Johns Pl APT 4,11213,3260,40.671074,-73.936745,,2,2,,75,62,105
22 Ford St #5H,11213,3250,40.66542,-73.9296,,2,1,,77,78,110
