address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
522 W 159th St #2H,10032,1775,40.834373,-73.94232,,,1,,53,99,110
509 W 155th St #23,10032,3000,40.832214,-73.94388,,2,1,950,56,74,115
300 Fort Washington Ave #61F,10032,3950,40.845013,-73.94024,,3,1,1200,48,73,110
150 Haven Ave APT 9A,10032,3895,40.845978,-73.94279,,3,1,950,45,52,105
779 Riverside Dr APT B15,10032,2875,40.835155,-73.94753,,1,1,751,43,54,110
790 Riverside Dr APT 7C,10032,4500,40.83462,-73.94727,,2,1,950,45,60,110
720 W 172nd St APT 4D,10032,4800,40.84501,-73.94195,,4,2,1200,47,57,105
629 W 170th St APT 5E,10032,2250,40.843243,-73.94054,,1,1,650,52,88,105
509 W 170th St APT 31,10032,2950,40.841644,-73.93675,,3,1,,52,99,110
1056 Saint Nicholas Ave #1T,10032,3295,40.83723,-73.93971,,3,2,,57,94,110
