address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
67-23 185th St FLOOR 1,11365,2750,40.735725,-73.78702,,2,1,1075,0,23,30
67-02 182nd St #1,11365,2590,40.73855,-73.79161,,1,1,700,8,67,15
71-74 Parsons Blvd UNIT 301,11365,2790,40.728237,-73.81143,,1,1,700,17,36,40
64-15F 186th Ln #F,11365,2990,40.738243,-73.78699,,2,1,1100,5,52,30
188-04 64th Ave UNIT 2,11365,2950,40.738483,-73.78485,,2,1,900,3,55,30
60-20 194th St #C,11365,2275,40.740974,-73.78265,,1,1,852,0,43,25
192-10 64th Ave #B,11365,2250,40.739803,-73.78236,,1,1,867,0,42,35
194-02 64th Cir #B,11365,2200,40.739178,-73.78019,,1,1,871,0,26,35
192-20 67th Ave APT 3B,11365,2400,40.738068,-73.78053,,1,1,700,0,23,35
194-35 65th Cres #H,11365,2549,40.740524,-73.77868,,1,1,900,0,23,15
