address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
1954 77th St #1,11370,1795,40.771793,-73.89307,,,1,,29,24,4
21-39 74th St #3,11370,3550,40.769073,-73.895195,,2,1,900,36,23,19
30-47 82nd St #3,11370,3280,40.759804,-73.88596,,3,2,1000,21,20,69
24-40 86th St #2,11370,3000,40.764015,-73.88328,,2,1,800,25,52,42
32-60 85th St #2,11370,3200,40.75627,-73.88284,,3,1,1280,33,78,88
30-54 79th St #1,11370,2100,40.759415,-73.8891,,1,1,700,24,32,58
31-16 81st St FLOOR 2,11370,3600,40.75861,-73.887024,,4,1,1088,28,47,62
21-57 73rd St #3,11370,2800,40.768486,-73.89609,,2,1,,36,22,19
21-01 73rd St #GF,11370,2900,40.770008,-73.89629,,2,1,,29,25,19
75-03 Astoria Blvd N #C,11370,3500,40.766922,-73.89383,,3,2,,43,19,15
