address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
408 W 44th St #S,10036,2775,40.75984,-73.99253,,1,1,,76,90,78
324 W 47th St #5,10036,3450,40.76077,-73.988914,,1,1,,80,92,72
341 W 45th St,10036,3425,40.760113,-73.99007,,1,1,,79,85,72
336 W 46th St APT 3R,10036,4000,40.760174,-73.98944,,1,1,,80,87,72
420 W 42nd St APT 19C,10036,4195,40.75874,-73.99377,,1,1,,79,92,78
521 W 48th St #3A,10036,4900,40.764103,-73.993706,,2,1,,71,96,75
305 W 45th St APT 5E,10036,3300,40.759632,-73.98892,,1,1,,80,87,72
641 10th Ave APT 2FS,10036,2799,40.761906,-73.994225,,1,1,,72,97,78
534 W 47th St APT 1E,10036,3360,40.76323,-73.99475,,1,1,,65,92,75
500 W 45th St UNIT 502,10036,5600,40.761383,-73.994644,,1,1,777,71,95,78
