address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
150 W 140th St APT 3C,10030,1800,40.818104,-73.94078,,,1,,51,68,88
2368 Adam Clayton Powell Jr Blvd APT 4F,10030,1968,40.81763,-73.94246,,,1,,55,62,88
138 Edgecombe Ave #5BB,10030,2750,40.82115,-73.944565,,1,1,900,55,59,88
116 W 133rd St #3B,10030,3200,40.81299,-73.94281,,2,1,887,49,84,94
2322 Adam Clayton Powell Jr Blvd APT 2B,10030,3300,40.816265,-73.94333,,2,1,800,55,70,92
2411 Adam Clayton Powell Jr Blvd #1FLG,10030,2800,40.818752,-73.940674,,2,1,,49,68,88
300 W 135th St APT 9G,10030,4600,40.8163,-73.94782,,3,2,1036,57,63,100
204 W 140th St #1B,10030,4395,40.8187,-73.942184,,2,2,,53,69,88
100 W 139th St UNIT 45A,10030,3300,40.816715,-73.93915,,3,1,,45,64,88
2269 Adam Clayton Powell Jr Blvd APT 4C,10030,2999,40.814205,-73.94405,,2,1,,51,81,98
