address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
254 Wyckoff St APT 2,11217,3495,40.683468,-73.98479,,2,1,,87,63,107
688 Sackett St #3F,11217,3400,40.677536,-73.98189,,1,1,,89,99,102
552 Sackett St UNIT 2,11217,3750,40.67961,-73.98665,,2,2,,83,64,97
110 4th Ave APT 8D,11217,3350,40.681175,-73.980896,,,1,484,88,70,102
556 State St #3FS,11217,4750,40.68522,-73.9788,,1,1,723,91,112,107
89 Prospect Pl UNIT 4E,11217,4350,40.679134,-73.97454,,1,1,,88,102,110
79 Saint Marks Pl #3,11217,4995,40.681847,-73.9794,,2,1,,88,109,107
662 Pacific St #18T,11217,4300,40.682144,-73.973976,,1,1,,91,103,97
479 Warren St #2F,11217,4395,40.683308,-73.985214,,3,1,,89,55,102
558 Sackett St #6F,11217,4250,40.679314,-73.986496,,2,2,,84,69,97
