address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
3055 Sedgwick Ave #2J,10468,1900,40.87641,-73.90025,,1,1,785,12,41,92
2350 Davidson Ave #106,10468,1985,40.86013,-73.90379,,,1,,49,91,85
2575 Jerome Ave APT 4P,10468,1650,40.865383,-73.89947,,,1,,45,52,81
2438 Morris Ave APT 6B,10468,1425,40.861492,-73.89964,,,1,,48,87,88
3065 Sedgwick Ave APT 2K,10468,3150,40.876717,-73.90013,,2,1,1100,13,38,92
113 Father Zeiser Pl #4B,10468,2734,40.864414,-73.904686,,1,1,390,28,63,81
2260 University Ave,10468,2150,40.859695,-73.90718,,1,1,700,47,54,81
1 Fordham Hill Oval APT 1E,10468,2700,40.86459,-73.90775,,2,1,950,24,47,77
2609 Aqueduct Ave W #E4,10468,2762,40.867172,-73.90091,,1,1,700,31,60,81
3168 Villa Ave #4B,10468,2495,40.876163,-73.886765,,1,1,467,35,53,88
