address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
62 Clermont Ave APT 504,11205,2700,40.69571,-73.9717,,2,1,650,88,64,105
192 Spencer St #2G,11205,3300,40.69255,-73.95504,,1,1,681,89,59,105
163 Washington Ave APT 11B,11205,3895,40.693855,-73.96647,,1,1,701,89,93,110
112 Emerson Pl #2AA,11205,2600,40.69401,-73.962364,,1,1,,89,76,110
254 Cumberland St APT 2,11205,4950,40.688316,-73.973175,,2,1,800,88,84,102
88 Clermont Ave #2,11205,4500,40.695045,-73.97156,,3,1,,91,68,105
21 Adelphi St #3A,11205,3900,40.697216,-73.97237,,2,1,,87,75,85
190 Skillman St #2,11205,3345,40.692547,-73.95691,,2,1,,89,66,110
156 Willoughby Ave #1,11205,3200,40.691635,-73.96581,,1,1,,89,79,110
1020 Bedford Ave #1C,11205,3502,40.690033,-73.95556,,1,1,,89,67,110
