address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
23 Catherine St #5B,10038,3600,40.71293,-73.9969,,2,1,,96,96,92
77 Fulton St APT 18G,10038,3450,40.709034,-74.004684,,,1,500,100,107,97
100 John St APT 1510,10038,2850,40.707966,-74.00628,,,1,475,100,100,92
119 South St #5C,10038,4500,40.70732,-74.00159,,1,1,,95,101,100
257 Water St UNIT B5,10038,4100,40.7083,-74.00188,,2,1,,96,109,100
211 Front St #2B,10038,7230,40.70717,-74.00254,,1,1,1000,97,103,92
217 Front St APT 4B,10038,5188,40.707314,-74.00235,,1,1,740,97,108,100
41 John St APT 2B,10038,5995,40.709385,-74.00808,,1,1,1115,100,91,89
36 Peck Slip APT 4B,10038,5650,40.70775,-74.001366,,1,1,855,95,109,100
80 John St APT 16B,10038,6395,40.70828,-74.00683,,2,2,1031,100,94,97
