address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
68 Middagh St APT A1,11240,3300,40.70004,-73.99253,,1,1,,95,98,105
17 Pike St APT 2B,11240,2700,40.713463,-73.99215,,1,1,,99,91,105
457 Henry St #2,11240,3850,40.68585,-73.99829,,1,1,,80,61,115
154 Atlantic Ave APT 4F,11240,3580,40.690086,-73.994705,,2,1,,89,96,120
504 Grand St APT C12,11240,4800,40.715057,-73.98183,,2,1,950,93,60,115
1 City Point #31J,11240,5850,40.691936,-73.98295,,1,1,792,99,94,102
254 Wyckoff St APT 2,11240,3495,40.683468,-73.98479,,2,1,,84,63,107
18 Eldridge St #5,11240,3980,40.714836,-73.99341,,2,1,,97,101,105
109 Gold St APT 2A,11240,3900,40.70159,-73.98244,,1,1,,89,60,65
48 Allen St #3B,11240,3250,40.716507,-73.991325,,,1,422,99,97,105
