address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
32 Kelly Blvd FLOOR 1,10314,1700,40.58956,-74.15197,,1,1,650,0,0,0
77 Dongan Ave #2A,10314,1900,40.614895,-74.12211,,2,1,,13,63,35
33 Latourette Ln,10314,1700,40.589226,-74.14608,,1,1,,0,0,0
183 Merrill Ave FLOOR 2,10314,1500,40.61108,-74.166916,,,1,,0,22,15
25 Graves St #1,10314,2800,40.605087,-74.12963,,3,1,1000,0,25,25
64 Lewiston St,10314,2600,40.586437,-74.14902,,2,1,600,0,0,0
155A Devon Loop #155A,10314,2500,40.581158,-74.16026,,1,1,597,0,32,25
21 Winthrop Pl FLOOR 1,10314,3058,40.614056,-74.12122,,2,1,1000,12,80,35
138 Vassar St FLOOR 1,10314,4250,40.587166,-74.16135,,3,3,,0,27,25
171 Wellington Ct,10314,3000,40.57901,-74.15848,,2,2,1220,0,22,20
