address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
15312 122nd Ave FLOOR 1,11434,1900,40.676895,-73.78796,,1,1,1000,23,20,80
173-18 143rd Rd,11434,1800,40.66904,-73.7666,,1,1,700,1,25,50
13728 170th St #M1,11434,1500,40.676003,-73.77609,,1,1,,17,22,20
11921 180th St,11434,3050,40.686893,-73.76371,,2,1,1617,3,20,40
167-18 145th Rd #2,11434,2500,40.663403,-73.77381,,2,1,675,13,27,30
116-42 Merrick Blvd #3,11434,3050,40.68733,-73.77571,,2,1,1200,23,23,45
166 120th Ave,11434,3900,40.68182,-73.77798,,4,2,2500,11,33,45
167-20 140th Ave FLOOR 2,11434,4500,40.670734,-73.77205,,4,2,1496,17,30,25
116-43 171st St,11434,4500,40.687237,-73.776215,,4,2,1300,20,24,50
180-04A 146th Rd,11434,2950,40.662235,-73.76592,,2,1,1100,9,20,25
