address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
418 E 14th St APT 5,10009,3000,40.730713,-73.98177,,1,1,625,88,91,90
528 E 13th St APT 2D,10009,3200,40.728973,-73.97966,,1,1,,77,91,86
111 E 7th St #6Y,10009,4000,40.726677,-73.98445,,2,1,,85,84,84
531 E 11th St APT 5B,10009,3495,40.727966,-73.98039,,1,1,,77,93,86
309 E 8th St APT B,10009,4510,40.725517,-73.97983,,1,1,375,80,91,86
66 Avenue A APT 2G,10009,4650,40.72442,-73.984535,,1,1,700,93,93,86
8 Stuyvesant Oval APT 8C,10009,4698,40.730865,-73.976654,,1,1,733,77,54,82
170 1st Ave APT 6,10009,4590,40.728928,-73.98395,,1,1,470,80,84,90
10 Stuyvesant Oval APT 7E,10009,4780,40.7307,-73.97645,,1,1,763,77,54,82
633 E 6th St APT 4W,10009,4500,40.723995,-73.9799,,2,1,,85,92,90
