address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
62 Clermont Ave APT 504,11245,2700,40.69571,-73.9717,,2,1,650,89,64,105
68 Middagh St APT A1,11245,3300,40.70004,-73.99253,,1,1,,93,98,105
457 Henry St #2,11245,3850,40.68585,-73.99829,,1,1,,80,61,115
154 Atlantic Ave APT 4F,11245,3580,40.690086,-73.994705,,2,1,,88,96,120
89 Prospect Pl UNIT 4E,11245,4350,40.679134,-73.97454,,1,1,,87,102,110
427 Columbia St FLOOR 2,11245,4200,40.677517,-74.00603,,3,2,,68,41,105
254 Wyckoff St APT 2,11245,3495,40.683468,-73.98479,,2,1,,84,63,107
109 Gold St APT 2A,11245,3900,40.70159,-73.98244,,1,1,,91,60,65
284 Atlantic Ave APT 3A,11245,2820,40.68851,-73.98966,,1,1,,96,105,115
1 City Point #31J,11245,5850,40.691936,-73.98295,,1,1,792,99,94,102
