address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
80 Cambridge Pl #1,11238,3350,40.684315,-73.96329,,1,1,650,85,78,85
21 Butler Pl APT 2F,11238,4000,40.675243,-73.96845,,1,1,625,87,53,81
558 Washington Ave APT 6,11238,2875,40.682167,-73.96496,,1,1,,89,83,81
387 Franklin Ave APT 401,11238,3099,40.68598,-73.95632,,1,1,,91,84,88
9 Lexington Ave #9BB,11238,4780,40.68662,-73.96197,,2,1,833,84,50,88
10 Lexington Ave #3KK,11238,4389,40.68602,-73.96168,,2,1,,87,53,85
400 Clinton Ave APT 2E,11238,4300,40.686264,-73.967834,,1,1,,87,57,85
488 Sterling Pl #3C,11238,4195,40.674084,-73.96222,,1,1,,79,73,81
80 Lexington Ave APT 303,11238,3550,40.686718,-73.95926,,1,1,,85,59,88
59 Clifton Pl APT 4F,11238,4200,40.688152,-73.96186,,2,1,,85,62,88
