address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
408 E 73rd St APT 5B,10021,3300,40.767994,-73.95493,,1,1,650,67,89,75
403 E 69th St APT 3B,10021,3630,40.765816,-73.95702,,2,1,,64,90,78
1450 1st Ave #11B,10021,2795,40.769917,-73.95407,,2,1,,64,85,75
1378 York Ave APT 5C,10021,3795,40.767776,-73.952736,,2,1,,63,92,75
330 E 71st St APT 2K,10021,4100,40.767345,-73.95762,,1,1,800,69,91,75
240 E 76th St APT 5J,10021,4750,40.771202,-73.95703,,1,1,850,68,82,75
1288 1st Ave APT 4FN,10021,4020,40.765965,-73.95712,,2,1,,65,91,78
420 E 72nd St #7M,10021,4300,40.767216,-73.955345,,1,1,,68,93,75
320 E 73rd St #4R,10021,2795,40.76881,-73.956856,,1,1,,69,90,75
315 E 73rd St #XT,10021,3600,40.76926,-73.95674,,2,1,,71,85,75
