address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
122-04 Powells Cove Blvd #3,11356,3500,40.794144,-73.84521,,3,2,1278,0,1,8
124-06 26th Ave FLOOR 1,11356,2700,40.774208,-73.84428,,3,1,1000,11,11,27
2354 124th St #1,11356,3000,40.778057,-73.84433,,3,2,1100,9,33,62
11450 Taipei Ct #B,11356,3500,40.78878,-73.85259,,3,3,1700,0,14,23
14-37 136th St,11356,4500,40.785107,-73.83228,,4,2,2500,8,32,42
22-37 128th St #1,11356,3000,40.77903,-73.84049,,3,1,1200,15,28,73
1117 123rd St #1,11356,2700,40.787422,-73.84426,,2,1,,7,41,77
11617 14th Rd APT 3L,11356,2000,40.784805,-73.850525,,1,1,,7,29,54
110-43 15th Ave #2,11356,3000,40.78398,-73.855156,,3,2,,7,16,19
112-45 15th Ave FLOOR 2,11356,3811,40.784042,-73.8533,,3,1,,5,19,46
