address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
13217 Maple Ave APT 406,11352,1900,40.75423,-73.832245,,1,1,645,31,59,81
3401 Parsons Blvd APT A1,11352,1650,40.766636,-73.8239,,,1,300,16,56,77
14336 Barclay Ave APT 4H,11352,1775,40.75919,-73.822044,,,1,,31,63,77
14350 Barclay Ave APT 3A,11352,2150,40.759384,-73.821754,,1,1,700,31,54,77
143-51 Roosevelt Ave #1J,11352,2200,40.761517,-73.82312,,1,1,685,35,65,77
150-46 Booth Memorial Ave #2,11352,2300,40.743404,-73.81661,,2,1,550,7,23,35
14431 41st Ave APT 1F,11352,2395,40.76114,-73.82052,,1,1,775,29,28,77
131-02 A 40th Road #16,11352,4300,40.755608,-73.837456,,2,2,1170,29,56,81
134-16 35th Ave #12A,11352,2700,40.763958,-73.832596,,1,1,538,31,95,85
141-43 Northern Blvd UNIT 4,11352,2800,40.764717,-73.8242,,2,2,1200,25,71,77
