address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
12 Russell St #1,11222,2695,40.721165,-73.94356,,2,1,700,76,63,105
166 Kingsland Ave APT 3A,11222,3100,40.722645,-73.94095,,1,1,,77,67,95
137 Dupont St APT 7,11222,3750,40.736065,-73.95456,,1,1,,65,86,110
136 Newell St #2,11222,3700,40.727062,-73.94837,,2,1,,72,68,110
152 Norman Ave APT 2R,11222,4850,40.726345,-73.9484,,2,1,,71,74,105
303 Kingsland Ave #1E,11222,5000,40.72694,-73.94217,,4,3,,71,44,100
73 McGuinness Blvd #2A,11222,3365,40.724995,-73.94876,,1,1,,73,103,105
125 Huron St APT 3R,11222,3300,40.73309,-73.95644,,2,1,,67,95,110
248 Driggs Ave APT 2L,11222,4600,40.722923,-73.94783,,1,1,,76,80,100
155 Russell St APT 2,11222,6700,40.72597,-73.94485,,3,3,1800,72,79,105
