address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
89 Verona St APT 3R,11231,2800,40.67953,-74.00955,,2,1,700,69,47,54
457 Henry St #2,11231,3850,40.68585,-73.99829,,1,1,,80,53,88
163 W 9th St #A1,11231,2995,40.675446,-73.99989,,1,1,,88,66,81
423 Court St #1A,11231,3915,40.678905,-73.9973,,1,1,,91,78,85
193 Sackett St #2H,11231,4999,40.684525,-73.99992,,3,2,900,76,65,81
472 Smith St APT 2,11231,4960,40.675022,-73.997894,,2,2,975,91,66,71
427 Columbia St FLOOR 2,11231,4200,40.677517,-74.00603,,3,2,,68,35,81
159 Huntington St #2,11231,4400,40.67624,-73.99967,,2,2,,85,72,81
188 W 9th St APT 3B,11231,4500,40.674816,-73.99876,,2,2,,89,64,81
429 Columbia St APT 3,11231,4199,40.677467,-74.00606,,3,2,,69,35,81
