address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
321 E 22nd St APT 5B,10010,3650,40.736977,-73.98023,,,1,380,75,111,109
152 E 22nd St APT 1A,10010,2900,40.738205,-73.98431,,,1,,73,107,96
215 E 25th St #Z,10010,3300,40.739975,-73.98129,,,1,,75,106,94
213 E 25th St APT 1C,10010,3375,40.74001,-73.98138,,,1,,75,104,94
131 E 23rd St APT 2C,10010,4400,40.739822,-73.984764,,2,1,,80,107,83
12 E 22nd St APT 7B,10010,4850,40.74008,-73.98875,,1,1,,87,98,78
370 1st Ave APT ME,10010,7160,40.736,-73.97882,,2,2,1341,72,101,99
6 Peter Cooper Rd APT 8H,10010,5446,40.734196,-73.97586,,2,1,944,71,52,102
420 E 23rd St APT 13E,10010,6631,40.735985,-73.9777,,2,1,944,71,67,99
530 E 23rd St APT 1A,10010,5258,40.7351,-73.9756,,2,1,944,71,54,107
