address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
290 E 56th St APT D5,11203,1950,40.64975,-73.92467,,1,1,,57,47,77
1140 New York Ave APT 3B,11203,1899,40.64533,-73.94607,,1,1,,67,50,85
1077 New York Ave #6D,11203,1899,40.646755,-73.945915,,1,1,,67,49,81
840 Brooklyn Ave #1,11203,1745,40.65347,-73.944374,,,1,,65,52,85
91 E 57th St FLOOR 1,11203,3400,40.65379,-73.92349,,3,1,1000,56,47,81
79 E 51st St APT 1,11203,2750,40.660038,-73.92997,,2,1,1000,69,58,81
213 E 34th St,11203,3350,40.651764,-73.9455,,2,1,800,67,66,85
676 New York Ave #5N,11203,2899,40.657333,-73.94736,,2,1,701,73,47,85
174 E 54th St #2,11203,4200,40.654755,-73.927086,,3,2,1000,57,45,77
976 Utica Ave #2F,11203,5000,40.64913,-73.93046,,4,2,,60,54,77
