address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
137-16 249th St #1,11422,1849,40.664864,-73.72847,,1,1,749,0,36,38
121-56 236th St #2,11422,3500,40.682793,-73.73049,,3,2,1200,0,0,4
23505 148th Rd #1A,11422,3800,40.65491,-73.74711,,4,2,1000,0,2,12
25508 148th Ave #1,11422,3300,40.654892,-73.733795,,3,2,1004,0,8,23
131-55 234th St #LE,11422,2400,40.676693,-73.73465,,1,1,650,0,38,27
12135 236th St,11422,4850,40.683193,-73.7298,,4,3,1500,0,0,4
240-02 147th Rd,11422,4550,40.65592,-73.74362,,4,3,,0,5,31
257-15 148th Ave FLOOR 2,11422,2700,40.65517,-73.73128,,3,1,1200,0,3,12
243-12 144th Ave FLOOR 2,11422,2300,40.66,-73.73892,,1,1,800,0,28,35
1 Undisclosed Address 1st Flt,11422,3625,40.661472,-73.73601,,3,1,,0,41,42
