address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
30 Daniel Low Ter #28,10301,1800,40.643803,-74.08211,,1,1,,32,28,54
140 Crescent Ave FLOOR 2,10301,3900,40.64252,-74.085976,,4,1,1000,25,18,65
279 Stanley Ave #1,10301,2525,40.634037,-74.09392,,2,2,700,21,19,54
169 Harvard Ave #1,10301,2400,40.63953,-74.08881,,1,2,1000,25,28,73
225 Hart Blvd #2,10301,2300,40.629616,-74.09986,,2,1,1500,21,38,12
62 Fillmore St #1,10301,4400,40.64464,-74.090546,,5,2,1300,8,11,42
36 Fillmore St,10301,5291,40.644855,-74.08976,,5,2,2000,17,11,46
356 Westervelt Ave #1,10301,2300,40.63939,-74.08209,,2,1,1600,32,48,81
1130 Victory Blvd FLOOR 2,10301,3000,40.617195,-74.1018,,3,1,1500,28,25,19
150 Winter Ave #2,10301,3250,40.63832,-74.08685,,3,1,,29,31,77
