address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
129 Beach 118 St #5J,11694,1975,40.577446,-73.83807,,1,1,,17,33,27
120-10 Rockaway Beach Blvd #105,11694,1950,40.57895,-73.84105,,1,1,,17,34,31
12220 Ocean Promenade APT 5B,11694,1819,40.575954,-73.84146,,,1,,11,17,23
160 Beach 117th St APT 2G,11694,1650,40.57853,-73.837234,,,1,,20,42,27
133-09 Rockaway Beach Blvd #1,11694,3000,40.574333,-73.85142,,2,1,900,9,9,4
102-20 Rockaway Beach Blvd #1A,11694,3600,40.58379,-73.824036,,2,1,1013,25,22,12
227 Beach 99th St,11694,3500,40.58468,-73.82064,,3,1,2208,32,39,19
403 Beach 133 St #BASEMENT,11694,2300,40.576843,-73.85267,,1,1,650,8,19,4
11703 Newport Ave,11694,8000,40.58116,-73.83912,,4,3,2500,21,45,27
14716 Rockaway Beach Blvd,11694,7500,40.56997,-73.86317,,7,4,3073,15,1,0
