address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
205-29 114th Dr #BASEMENT,11412,1500,40.700245,-73.748566,,1,1,700,0,18,54
10914 Hannibal St FLOOR 2,11412,1600,40.701813,-73.769516,,1,1,600,3,28,38
118-15 Riverton St #2,11412,3300,40.68997,-73.76282,,3,1,1200,0,35,35
18709 Linden Blvd #2R,11412,2700,40.69205,-73.76526,,2,1,700,4,34,46
189 114th Dr #1,11412,2500,40.69693,-73.76518,,2,1,1000,0,26,65
19311 Linden Blvd,11412,3058,40.692734,-73.75848,,2,1,800,1,39,58
10925 201st St,11412,4700,40.706295,-73.75668,,4,3,1899,1,34,38
205-26 115th Rd FLOOR 1,11412,4200,40.69858,-73.74799,,4,2,,0,27,46
194-26 115th Ave #2,11412,2700,40.696625,-73.758446,,2,1,900,0,28,73
202-02 109th Ave #1,11412,2900,40.707664,-73.7561,,3,1,1800,0,37,42
