address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
1037 51st St APT C9,11219,1900,40.637245,-73.998604,,1,1,750,57,59,77
938 54th St #B9,11219,1950,40.63681,-74.00308,,1,1,,49,52,77
939 68th St #D9,11219,1750,40.629086,-74.01098,,1,1,,51,63,77
6211 Fort Hamilton Pkwy #3F,11219,3500,40.63172,-74.00708,,4,2,1200,60,53,77
1054 41st St #2A,11219,3150,40.642555,-73.99281,,1,1,650,67,55,77
1054 41st St #4E,11219,3700,40.642483,-73.99284,,2,2,905,65,55,77
1129 56th St #2F,11219,2200,40.633465,-73.99964,,2,1,800,53,41,77
4711 13th Ave APT 2,11219,5000,40.635742,-73.990974,,3,2,1300,64,59,77
4320 14th Ave,11219,4800,40.63673,-73.98717,,,,,56,47,77
928 40th St FLOOR 1,11219,2700,40.644753,-73.995094,,2,1,800,71,58,77
