address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
68 Middagh St APT A1,11241,3300,40.70004,-73.99253,,1,1,,96,84,81
457 Henry St #2,11241,3850,40.68585,-73.99829,,1,1,,80,53,88
154 Atlantic Ave APT 4F,11241,3580,40.690086,-73.994705,,2,1,,88,83,92
254 Wyckoff St APT 2,11241,3495,40.683468,-73.98479,,2,1,,85,54,82
89 Prospect Pl UNIT 4E,11241,4350,40.679134,-73.97454,,1,1,,87,88,85
1 City Point #31J,11241,5850,40.691936,-73.98295,,1,1,792,99,81,78
109 Gold St APT 2A,11241,3900,40.70159,-73.98244,,1,1,,89,52,50
284 Atlantic Ave APT 3A,11241,2820,40.68851,-73.98966,,1,1,,93,91,88
65 Washington St APT 6F,11241,3750,40.702244,-73.9894,,,1,,95,85,58
86 S Oxford St APT 1R,11241,6250,40.686924,-73.973885,,1,1,,91,79,78
