address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
110-34 73rd Rd #2K,11375,1950,40.718643,-73.83888,,,1,,47,90,75
67-11 Yellowstone Blvd #1D,11375,1950,40.728004,-73.84887,,,1,,45,55,115
72-34 Austin St #10F,11375,2500,40.71867,-73.84159,,1,2,700,43,91,80
110-12 64th Rd #40B,11375,2500,40.73299,-73.84636,,1,1,700,33,41,65
11050 71st Rd APT 7H,11375,2580,40.722126,-73.83916,,1,1,850,43,50,75
6714 108th St #4A,11375,2450,40.728394,-73.84748,,1,1,825,43,27,105
112-01 Queens Blvd #2106,11375,4285,40.718918,-73.83648,,1,2,902,45,70,75
106-13 Union Tpke,11375,4500,40.70861,-73.84698,,3,2,1296,33,59,30
109-05 Queens Blvd UNIT 1H,11375,2300,40.72117,-73.84205,,1,1,700,48,93,75
64-05 Yellowstone Blvd APT 304,11375,3050,40.73199,-73.8515,,1,1,742,40,70,105
