address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
68 Middagh St APT A1,11201,3300,40.70004,-73.99253,,1,1,,92,84,81
154 Atlantic Ave APT 4F,11201,3580,40.690086,-73.994705,,2,1,,89,83,92
109 Gold St APT 2A,11201,3900,40.70159,-73.98244,,1,1,,93,52,50
284 Atlantic Ave APT 3A,11201,2820,40.68851,-73.98966,,1,1,,93,91,88
163 Warren St,11201,4850,40.68791,-73.996605,,1,1,,89,51,92
1 City Point #31J,11201,5850,40.691936,-73.98295,,1,1,792,95,81,78
277 Gold St #2776A,11201,3775,40.69629,-73.98274,,1,1,,93,49,77
65 Washington St APT 6F,11201,3750,40.702244,-73.9894,,,1,,95,85,58
87 Wyckoff St,11201,6700,40.686035,-73.99016,,2,2,,92,89,92
177 Concord St #3H,11201,5800,40.697784,-73.98383,,2,1,,93,41,81
