address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
303 W 146th St #1R,10039,4000,40.823917,-73.9418,,2,2,985,55,87,120
234 W 148th St #5D,10039,3500,40.8242,-73.9398,,2,2,966,52,90,110
2750 Frederick Douglass Blvd #PHC,10039,3295,40.823475,-73.94105,,1,1,,56,85,115
252 W 149th St APT 1C,10039,2750,40.824963,-73.93967,,2,1,,51,72,115
101 Macombs Pl APT 1C,10039,4150,40.827896,-73.93569,,2,2,,52,51,105
220 W 148th St APT 1L,10039,7000,40.823997,-73.93945,,2,2,1473,51,91,120
86 Bradhurst Ave #5FL2,10039,3000,40.82405,-73.94203,,2,2,,55,95,120
235 W 146th St APT 7A,10039,2650,40.823273,-73.94029,,2,1,,55,99,115
2504 Adam C Powell Blvd #21,10039,2795,40.82206,-73.93926,,3,1,,52,107,120
2741-F Douglas Blvd #5C,10039,2000,40.82796,-73.936295,,,1,750,53,59,105
