address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
243 W 109th St #4V,10025,3000,40.803333,-73.96602,,2,1,,57,96,100
211 W 109th St APT 1A,10025,3450,40.802917,-73.96503,,3,1,,53,103,100
250 W 105th St APT 7B,10025,3295,40.800648,-73.96856,,1,1,,59,97,102
325 W 108th St APT 5A,10025,3200,40.803474,-73.96829,,1,1,,55,94,85
700 W End Ave #1E,10025,4600,40.793938,-73.97376,,2,1,,56,101,117
851 W End Ave APT 5F,10025,4850,40.798977,-73.970894,,2,2,,57,99,102
1080 Amsterdam Ave APT 502,10025,4250,40.80514,-73.96268,,1,1,,53,80,105
251 W 97th St APT 6C,10025,3200,40.795837,-73.97191,,1,1,,60,101,112
206 W 109th St #1E,10025,3250,40.802464,-73.9651,,3,1,,53,99,100
204 W 96th St APT 5D,10025,4150,40.794064,-73.97111,,1,1,,59,93,112
