address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
30 Grove St #2,11221,3750,40.69127,-73.927734,,3,1,800,89,65,110
175 Malcolm X Blvd APT 2,11221,3300,40.687305,-73.92967,,1,1,900,81,67,105
827 Putnam Ave #2A,11221,3899,40.68676,-73.928345,,2,2,750,81,67,105
693 Quincy St #2A,11221,3199,40.68944,-73.93111,,2,1,750,81,46,105
719 Lafayette Ave #1A,11221,4500,40.690907,-73.944435,,3,2,1600,80,58,105
42 Grove St #1F,11221,4100,40.691227,-73.92252,,2,2,1500,88,65,110
244 Central Ave FLOOR 3,11221,3050,40.69702,-73.923744,,2,1,800,85,71,105
833 Monroe St APT 5D,11221,3300,40.688923,-73.922585,,2,1,,84,75,115
744 Lexington Ave UNIT 2,11221,3100,40.68992,-73.92942,,1,1,,84,64,105
378 Kosciuszko St #2,11221,2800,40.69181,-73.939026,,1,1,,84,68,100
