address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
217 Haven Ave APT 5B,10033,1920,40.84781,-73.94177,,,1,,36,54,110
211 Cabrini Blvd #6L,10033,2380,40.854584,-73.93872,,1,1,870,27,63,110
825 W 187th St APT 7L,10033,3295,40.85595,-73.93815,,1,1,750,25,55,105
838 W 176th St UNIT 2E,10033,3925,40.84743,-73.9418,,3,1,1100,36,54,110
48 Pinehurst Ave APT 44,10033,3600,40.849968,-73.94005,,3,1,800,36,78,115
590 178th St UNIT 41,10033,4400,40.847206,-73.93483,,3,1,,44,95,115
370 Fort Washington Ave APT 303,10033,4250,40.847454,-73.939316,,4,2,,40,91,110
575 W 177th St APT BW,10033,2028,40.84654,-73.9346,,1,1,,44,92,110
4101 Broadway UNIT 7E,10033,2795,40.845005,-73.93924,,2,1,,49,96,110
69 Bennett Ave APT 501,10033,3000,40.852596,-73.93529,,1,1,,35,63,110
