address,zip,price,lat,lng,url,bedrooms,bathrooms,sqft,Transit Score,Social Score,Grocery Score
109 130th St,11420,1300,40.669228,-73.809456,,1,1,,21,26,27
12056 132nd St FLOOR 2,11420,3800,40.67385,-73.80636,,4,2,1300,24,53,46
111-39 117th St #2,11420,4000,40.67896,-73.822334,,4,2,1377,41,34,46
130 115th St #2,11420,2300,40.66822,-73.82569,,1,1,1000,43,11,15
130 117th St #2,11420,2300,40.67561,-73.8211,,1,1,800,33,39,42
127th St UNIT 2,11420,2500,40.67335,-73.81761,,2,1,1300,28,29,42
111-50 Lefferts Blvd #1,11420,2850,40.678955,-73.82082,,2,1,700,43,37,42
14950 120th St,11420,3800,40.666836,-73.82104,,3,2,1250,40,12,15
13049 115th St,11420,2800,40.67332,-73.823906,,2,2,1772,35,22,35
130-15 109th Ave #1,11420,2699,40.68534,-73.81291,,2,1,,33,25,81
